Partner_id,Recommended_Products,Similarity_Scores
236_91,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
102_36,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
987_6,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
903_57,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
948_33,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
347_9,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
140_24,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
622_65,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
500_70,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
371_13,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
199_89,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
688_45,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
585_21,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
902_34,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
060_20,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'ACB(Air Circuit Breaker)']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
329_62,"['MCCB(Moduled Case Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)']","[0.37323943661971826, 0.3447098976109215, 0.34150612959719795]"
097_97,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
313_38,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
975_51,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
300_9,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
278_15,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
925_66,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
602_17,"['AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)', 'PSS(Compact Sub-Stations)']","[0.37323943661971826, 0.3447098976109215, 0.34150612959719795]"
440_40,"['AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[0.37323943661971826, 0.3447098976109215, 0.34150612959719795]"
838_24,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
571_60,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
880_62,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
262_63,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
579_85,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'PSS(Compact Sub-Stations)']","[0.37323943661971826, 0.34003350083752093, 0.3293918918918919]"
024_72,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
031_12,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
618_67,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
011_25,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.34595524956970736, 0.3408304498269896, 0.3406408094435076]"
222_51,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
821_49,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
297_41,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.34595524956970736, 0.3408304498269896, 0.3406408094435076]"
055_92,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
543_56,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
210_42,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
605_34,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
693_79,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
663_34,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
867_17,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
071_78,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
544_63,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
108_83,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
494_77,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
591_91,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
742_97,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
293_39,"['MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
290_28,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
653_20,"['AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.37323943661971826, 0.3447098976109215, 0.34150612959719795]"
040_24,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
590_81,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
308_95,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
680_26,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
067_5,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
276_43,"['MCCB(Moduled Case Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.34595524956970736, 0.3408304498269896, 0.3406408094435076]"
068_46,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
319_23,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
549_45,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
999_85,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
715_75,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.34595524956970736, 0.3408304498269896, 0.3406408094435076]"
754_53,"['VCU(Vacuum Contactor Units)', 'AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)']","[0.37323943661971826, 0.3447098976109215, 0.34150612959719795]"
328_91,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
383_89,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
452_93,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
523_56,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
219_42,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
788_98,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
437_21,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
765_44,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
089_56,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
064_67,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
827_8,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
717_43,"['MCCB(Moduled Case Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)']","[0.37323943661971826, 0.3447098976109215, 0.34150612959719795]"
352_22,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'ACB(Air Circuit Breaker)']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
937_74,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
257_36,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
636_78,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
645_61,"['MCCB(Moduled Case Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)']","[0.37323943661971826, 0.3447098976109215, 0.34150612959719795]"
555_72,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
960_14,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
169_88,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
918_16,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
529_46,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
824_25,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
986_5,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
817_83,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
087_41,"['MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
433_61,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
185_89,"['VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)', 'PSS(Compact Sub-Stations)']","[0.34595524956970736, 0.3408304498269896, 0.3406408094435076]"
979_83,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
535_49,"['VCB(Vacuum Circuit Breaker)', 'E-House', 'MCCB(Moduled Case Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
295_77,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
893_77,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
426_81,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
714_70,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
261_25,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
238_58,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
560_32,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
584_95,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'ACB(Air Circuit Breaker)']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
446_16,"['VCB(Vacuum Circuit Breaker)', 'E-House', 'RMU(Ring Main Unit)']","[0.3466666666666667, 0.3316582914572864, 0.3305084745762712]"
868_69,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
801_92,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'ACB(Air Circuit Breaker)']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
600_1,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
850_72,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
266_94,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'SDF(Switch Disconnectors)']","[0.34595524956970736, 0.3408304498269896, 0.3406408094435076]"
996_99,"['MCCB(Moduled Case Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
530_68,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
056_64,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
121_66,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
216_82,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
026_21,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
073_86,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
045_11,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
248_74,"['MCCB(Moduled Case Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)']","[0.37323943661971826, 0.3447098976109215, 0.34150612959719795]"
722_81,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
282_79,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
894_76,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
915_79,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
811_10,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)']","[0.3552188552188552, 0.34595524956970736, 0.33274956217162877]"
245_56,"['VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)', 'Modular Switches']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
823_97,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
322_57,"['VCU(Vacuum Contactor Units)', 'AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)']","[0.37323943661971826, 0.3447098976109215, 0.34150612959719795]"
644_36,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
159_80,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
978_65,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'ACB(Air Circuit Breaker)']","[0.34150612959719795, 0.33673469387755106, 0.3287671232876712]"
430_11,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[0.3552188552188552, 0.347972972972973, 0.3466666666666667]"
942_62,"['VCU(Vacuum Contactor Units)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[0.3539518900343642, 0.3447098976109215, 0.34219269102990035]"
