Partner_id,Product_id,Similarity_Scores,Scheme_1,Scheme_2,Scheme_3
020_90,PSS(Compact Sub-Stations),2.529822128134704,Bulk Purchase,Loyalty,Discount
020_90,BBT(Busbar Trunking),1.7092994464960065,Loyalty,Bulk Purchase,Discount
021_86,AIS(Air Insulated Switchgear),3.552543521320949,Loyalty,Bulk Purchase,Discount
021_86,PSS(Compact Sub-Stations),2.694427190999916,Bulk Purchase,Loyalty,Discount
021_86,Starter,2.652543521320949,Loyalty,Bulk Purchase,Discount
022_43,PSS(Compact Sub-Stations),4.1329931618554525,Bulk Purchase,Loyalty,Discount
022_43,AIS(Air Insulated Switchgear),3.3164965809277267,Loyalty,Bulk Purchase,Discount
022_43,SDF(Switch Disconnectors),3.3164965809277267,Bulk Purchase,Loyalty,Discount
023_68,VCB(Vacuum Circuit Breaker),2.5962028179739107,Loyalty,Bulk Purchase,Discount
023_68,SDF(Switch Disconnectors),1.7638342073763935,Bulk Purchase,Loyalty,Discount
023_68,ACB(Air Circuit Breaker),1.7390599608310537,Loyalty,Bulk Purchase,Discount
024_72,ACB(Air Circuit Breaker),3.3300916929568785,Loyalty,Bulk Purchase,Discount
024_72,RMU(Ring Main Unit),3.1810204944568925,Loyalty,Bulk Purchase,Discount
024_72,BBT(Busbar Trunking),2.484937438228362,Loyalty,Bulk Purchase,Discount
025_61,E-House,3.1359254075420244,Bulk Purchase,Loyalty,Discount
025_61,MCCB(Moduled Case Circuit Breaker),3.1359254075420244,Loyalty,Bulk Purchase,Discount
025_61,RMU(Ring Main Unit),3.081281400041954,Loyalty,Bulk Purchase,Discount
026_21,BBT(Busbar Trunking),3.4687761819630154,Loyalty,Bulk Purchase,Discount
026_21,PSS(Compact Sub-Stations),3.45393389435355,Bulk Purchase,Loyalty,Discount
026_21,SDF(Switch Disconnectors),1.7162326606420661,Bulk Purchase,Loyalty,Discount
027_11,Controller,3.2262930848127063,Bulk Purchase,Discount,Loyalty
027_11,Solar Solutions,2.4262930848127064,Bulk Purchase,Loyalty,Discount
027_11,VCU(Vacuum Contactor Units),2.426293084812706,Loyalty,Bulk Purchase,Discount
028_52,MCCB(Moduled Case Circuit Breaker),2.688854381999832,Loyalty,Bulk Purchase,Discount
028_52,PSS(Compact Sub-Stations),0.9000000000000001,Bulk Purchase,Loyalty,Discount
028_52,E-House,0.894427190999916,Bulk Purchase,Loyalty,Discount
029_88,Controller,3.9264356547704704,Bulk Purchase,Discount,Loyalty
029_88,Modular Switches,3.181079662270541,Loyalty,Bulk Purchase,Discount
029_88,AIS(Air Insulated Switchgear),3.1264356547704706,Loyalty,Bulk Purchase,Discount
030_93,VCU(Vacuum Contactor Units),3.4903085094570327,Loyalty,Bulk Purchase,Discount
030_93,BBT(Busbar Trunking),3.4903085094570327,Loyalty,Bulk Purchase,Discount
030_93,MCCB(Moduled Case Circuit Breaker),3.445154254728516,Loyalty,Bulk Purchase,Discount
031_12,VCB(Vacuum Circuit Breaker),4.202489311976185,Loyalty,Bulk Purchase,Discount
031_12,Controller,4.202489311976185,Bulk Purchase,Discount,Loyalty
031_12,RMU(Ring Main Unit),3.3775314005918795,Loyalty,Bulk Purchase,Discount
032_29,VCB(Vacuum Circuit Breaker),4.147910465243073,Loyalty,Bulk Purchase,Discount
032_29,BBT(Busbar Trunking),3.3229525538587676,Loyalty,Bulk Purchase,Discount
032_29,ACB(Air Circuit Breaker),2.4979946424744623,Loyalty,Bulk Purchase,Discount
033_15,Controller,3.349873734152916,Bulk Purchase,Discount,Loyalty
033_15,RMU(Ring Main Unit),2.5249158227686106,Loyalty,Bulk Purchase,Discount
033_15,VCB(Vacuum Circuit Breaker),2.5249158227686106,Loyalty,Bulk Purchase,Discount
034_4,Solar Solutions,3.478255070077488,Bulk Purchase,Loyalty,Discount
034_4,PSS(Compact Sub-Stations),2.672024362281162,Bulk Purchase,Loyalty,Discount
034_4,Controller,1.8386910289478284,Bulk Purchase,Discount,Loyalty
035_62,VCU(Vacuum Contactor Units),4.184318268716499,Loyalty,Bulk Purchase,Discount
035_62,SDF(Switch Disconnectors),4.184318268716499,Bulk Purchase,Loyalty,Discount
035_62,E-House,3.3937488536744045,Bulk Purchase,Loyalty,Discount
036_72,AIS(Air Insulated Switchgear),2.671741273145233,Loyalty,Bulk Purchase,Discount
036_72,Pump Starter and Controller,1.7672072394119422,Loyalty,Discount,Bulk Purchase
036_72,E-House,1.7285046100995225,Bulk Purchase,Loyalty,Discount
037_49,E-House,3.3775037131024024,Bulk Purchase,Loyalty,Discount
037_49,PSS(Compact Sub-Stations),3.332246635948281,Bulk Purchase,Loyalty,Discount
037_49,Controller,3.332246635948281,Bulk Purchase,Discount,Loyalty
038_40,Pump Starter and Controller,3.396589046013627,Loyalty,Discount,Bulk Purchase
038_40,Solar Solutions,3.3687440919754907,Bulk Purchase,Loyalty,Discount
038_40,E-House,2.5305636422291884,Bulk Purchase,Loyalty,Discount
039_29,BBT(Busbar Trunking),2.530462910211008,Loyalty,Bulk Purchase,Discount
039_29,MCCB(Moduled Case Circuit Breaker),2.4955866094142056,Loyalty,Bulk Purchase,Discount
039_29,Controller,2.4751037788054244,Bulk Purchase,Discount,Loyalty
040_24,Pump Starter and Controller,3.182186500338419,Loyalty,Discount,Bulk Purchase
040_24,Solar Solutions,3.1402865886521765,Bulk Purchase,Loyalty,Discount
040_24,VCU(Vacuum Contactor Units),2.4075898310969355,Loyalty,Bulk Purchase,Discount
041_49,Controller,4.400284617650785,Bulk Purchase,Discount,Loyalty
041_49,BBT(Busbar Trunking),3.557010574939217,Loyalty,Bulk Purchase,Discount
041_49,Starter,3.5342592138663464,Loyalty,Bulk Purchase,Discount
042_64,MCCB(Moduled Case Circuit Breaker),2.4357236697706113,Loyalty,Bulk Purchase,Discount
042_64,E-House,2.4357236697706113,Bulk Purchase,Loyalty,Discount
042_64,SDF(Switch Disconnectors),2.4357236697706113,Bulk Purchase,Loyalty,Discount
043_62,Controller,3.162214029055279,Bulk Purchase,Discount,Loyalty
043_62,PSS(Compact Sub-Stations),3.0237157840738176,Bulk Purchase,Loyalty,Discount
043_62,VCU(Vacuum Contactor Units),3.0237157840738176,Loyalty,Bulk Purchase,Discount
044_6,E-House,3.126494822584119,Bulk Purchase,Loyalty,Discount
044_6,Starter,2.38113883008419,Loyalty,Bulk Purchase,Discount
044_6,Controller,2.3359254075420246,Bulk Purchase,Discount,Loyalty
045_11,Pump Starter and Controller,2.6207666943753574,Loyalty,Discount,Bulk Purchase
045_11,RMU(Ring Main Unit),1.762650364054324,Loyalty,Bulk Purchase,Discount
045_11,BBT(Busbar Trunking),1.762650364054324,Loyalty,Bulk Purchase,Discount
046_7,AIS(Air Insulated Switchgear),3.189815411508889,Loyalty,Bulk Purchase,Discount
046_7,PSS(Compact Sub-Stations),3.189815411508889,Bulk Purchase,Loyalty,Discount
046_7,Pump Starter and Controller,3.189815411508889,Loyalty,Discount,Bulk Purchase
047_79,MCCB(Moduled Case Circuit Breaker),3.4912042406747625,Loyalty,Bulk Purchase,Discount
047_79,SDF(Switch Disconnectors),3.4743674882691553,Bulk Purchase,Loyalty,Discount
047_79,VCB(Vacuum Circuit Breaker),2.6251788368903237,Loyalty,Bulk Purchase,Discount
048_50,VCB(Vacuum Circuit Breaker),3.697563455577665,Loyalty,Bulk Purchase,Discount
048_50,Pump Starter and Controller,3.030896788910998,Loyalty,Discount,Bulk Purchase
048_50,BBT(Busbar Trunking),2.9229667863361817,Loyalty,Bulk Purchase,Discount
049_87,MCCB(Moduled Case Circuit Breaker),3.6374758118482817,Loyalty,Bulk Purchase,Discount
049_87,PSS(Compact Sub-Stations),1.8625534983365015,Bulk Purchase,Loyalty,Discount
049_87,AIS(Air Insulated Switchgear),1.8136249428242,Loyalty,Bulk Purchase,Discount
050_97,E-House,4.185797506080558,Bulk Purchase,Loyalty,Discount
050_97,VCB(Vacuum Circuit Breaker),3.3608395946962526,Loyalty,Bulk Purchase,Discount
050_97,RMU(Ring Main Unit),3.3608395946962526,Loyalty,Bulk Purchase,Discount
051_69,BBT(Busbar Trunking),2.718377303608894,Loyalty,Bulk Purchase,Discount
051_69,Starter,2.718377303608894,Loyalty,Bulk Purchase,Discount
051_69,Controller,1.7925572038363422,Bulk Purchase,Discount,Loyalty
052_91,Solar Solutions,4.1943893470656795,Bulk Purchase,Loyalty,Discount
052_91,VCB(Vacuum Circuit Breaker),3.349235092337163,Loyalty,Bulk Purchase,Discount
052_91,Starter,2.54745136659989,Loyalty,Bulk Purchase,Discount
053_92,VCU(Vacuum Contactor Units),2.6854143466934848,Loyalty,Bulk Purchase,Discount
053_92,Solar Solutions,2.6854143466934848,Bulk Purchase,Loyalty,Discount
053_92,RMU(Ring Main Unit),1.7499999999999996,Loyalty,Bulk Purchase,Discount
054_5,PSS(Compact Sub-Stations),2.6375955191904317,Bulk Purchase,Loyalty,Discount
054_5,Solar Solutions,1.7162326606420664,Bulk Purchase,Loyalty,Discount
054_5,E-House,0.9090909090909091,Bulk Purchase,Loyalty,Discount
055_92,Pump Starter and Controller,3.4098115843756247,Loyalty,Discount,Bulk Purchase
055_92,MCCB(Moduled Case Circuit Breaker),2.654242615900366,Loyalty,Bulk Purchase,Discount
055_92,Controller,1.801439750477924,Bulk Purchase,Discount,Loyalty
056_64,Pump Starter and Controller,4.083111954018566,Loyalty,Discount,Bulk Purchase
056_64,Controller,3.281328228281293,Bulk Purchase,Discount,Loyalty
056_64,SDF(Switch Disconnectors),2.456370316896988,Bulk Purchase,Loyalty,Discount
057_99,E-House,3.2420112037458946,Bulk Purchase,Loyalty,Discount
057_99,RMU(Ring Main Unit),2.4402274780086217,Loyalty,Bulk Purchase,Discount
057_99,PSS(Compact Sub-Stations),2.4402274780086217,Bulk Purchase,Loyalty,Discount
058_49,VCB(Vacuum Circuit Breaker),4.241254250276823,Loyalty,Bulk Purchase,Discount
058_49,Pump Starter and Controller,4.241254250276823,Loyalty,Discount,Bulk Purchase
058_49,E-House,3.396099995548306,Bulk Purchase,Loyalty,Discount
059_1,VCB(Vacuum Circuit Breaker),4.432644403115843,Loyalty,Bulk Purchase,Discount
059_1,Modular Switches,3.5798415376934005,Loyalty,Bulk Purchase,Discount
059_1,SDF(Switch Disconnectors),3.5576444031158427,Bulk Purchase,Loyalty,Discount
060_20,RMU(Ring Main Unit),3.390941226553049,Loyalty,Bulk Purchase,Discount
060_20,VCB(Vacuum Circuit Breaker),3.390941226553049,Loyalty,Bulk Purchase,Discount
060_20,BBT(Busbar Trunking),3.349873734152916,Loyalty,Bulk Purchase,Discount
061_79,VCU(Vacuum Contactor Units),2.544664415744169,Loyalty,Bulk Purchase,Discount
061_79,RMU(Ring Main Unit),1.7581163303210332,Loyalty,Bulk Purchase,Discount
061_79,Controller,1.701390373032601,Bulk Purchase,Discount,Loyalty
062_94,Starter,4.148594598945889,Loyalty,Bulk Purchase,Discount
062_94,VCU(Vacuum Contactor Units),3.2357236697706115,Loyalty,Bulk Purchase,Discount
062_94,BBT(Busbar Trunking),2.5580251839037933,Loyalty,Bulk Purchase,Discount
063_40,ACB(Air Circuit Breaker),3.8402123650015434,Loyalty,Bulk Purchase,Discount
063_40,RMU(Ring Main Unit),2.3283544729646346,Loyalty,Bulk Purchase,Discount
063_40,Controller,2.3283544729646346,Bulk Purchase,Discount,Loyalty
064_67,VCB(Vacuum Circuit Breaker),3.7796447300922718,Loyalty,Bulk Purchase,Discount
064_67,VCU(Vacuum Contactor Units),3.7796447300922718,Loyalty,Bulk Purchase,Discount
064_67,E-House,3.0237157840738176,Bulk Purchase,Loyalty,Discount
065_7,RMU(Ring Main Unit),4.200064880552681,Loyalty,Bulk Purchase,Discount
065_7,ACB(Air Circuit Breaker),1.706875015072502,Loyalty,Bulk Purchase,Discount
065_7,SDF(Switch Disconnectors),1.668231954095873,Bulk Purchase,Loyalty,Discount
066_49,SDF(Switch Disconnectors),3.5027223691181866,Bulk Purchase,Loyalty,Discount
066_49,Controller,2.5981883353848954,Bulk Purchase,Discount,Loyalty
066_49,MCCB(Moduled Case Circuit Breaker),1.7705594375177296,Loyalty,Bulk Purchase,Discount
067_5,RMU(Ring Main Unit),3.450382292799529,Loyalty,Bulk Purchase,Discount
067_5,AIS(Air Insulated Switchgear),1.7638342073763935,Loyalty,Bulk Purchase,Discount
067_5,ACB(Air Circuit Breaker),1.7479425074726354,Loyalty,Bulk Purchase,Discount
068_46,Modular Switches,2.4045099116659117,Loyalty,Bulk Purchase,Discount
068_46,PSS(Compact Sub-Stations),2.362609999979669,Bulk Purchase,Loyalty,Discount
068_46,Solar Solutions,2.3595300805486454,Bulk Purchase,Loyalty,Discount
069_11,BBT(Busbar Trunking),2.8959170128011262,Loyalty,Bulk Purchase,Discount
069_11,RMU(Ring Main Unit),2.855476898281246,Loyalty,Bulk Purchase,Discount
069_11,PSS(Compact Sub-Stations),2.1888102316145788,Bulk Purchase,Loyalty,Discount
070_37,SDF(Switch Disconnectors),2.5912165501842033,Bulk Purchase,Loyalty,Discount
070_37,VCB(Vacuum Circuit Breaker),2.5912165501842033,Loyalty,Bulk Purchase,Discount
070_37,PSS(Compact Sub-Stations),2.5525734892075747,Bulk Purchase,Loyalty,Discount
071_78,Controller,3.3841113931339657,Bulk Purchase,Discount,Loyalty
071_78,ACB(Air Circuit Breaker),2.5184743077966676,Loyalty,Bulk Purchase,Discount
071_78,Modular Switches,1.7022971118713737,Loyalty,Bulk Purchase,Discount
072_80,VCU(Vacuum Contactor Units),3.4287262472207756,Loyalty,Bulk Purchase,Discount
072_80,ACB(Air Circuit Breaker),3.428726247220775,Loyalty,Bulk Purchase,Discount
072_80,SDF(Switch Disconnectors),2.5627008434363363,Bulk Purchase,Loyalty,Discount
073_86,Modular Switches,4.467297367072458,Loyalty,Bulk Purchase,Discount
073_86,Starter,3.578408478183569,Loyalty,Bulk Purchase,Discount
073_86,Pump Starter and Controller,3.578408478183569,Loyalty,Discount,Bulk Purchase
074_49,Starter,3.509940709378234,Loyalty,Bulk Purchase,Discount
074_49,SDF(Switch Disconnectors),3.509940709378234,Bulk Purchase,Loyalty,Discount
074_49,VCU(Vacuum Contactor Units),2.720586819359841,Loyalty,Bulk Purchase,Discount
075_63,AIS(Air Insulated Switchgear),4.232784681844964,Loyalty,Bulk Purchase,Discount
075_63,Solar Solutions,3.297370335151479,Bulk Purchase,Loyalty,Discount
075_63,RMU(Ring Main Unit),2.5943409295736153,Loyalty,Bulk Purchase,Discount
076_12,PSS(Compact Sub-Stations),3.603879433610489,Bulk Purchase,Loyalty,Discount
076_12,RMU(Ring Main Unit),3.603879433610489,Loyalty,Bulk Purchase,Discount
076_12,Solar Solutions,2.69478852451958,Bulk Purchase,Loyalty,Discount
077_8,PSS(Compact Sub-Stations),2.5527607768067466,Bulk Purchase,Loyalty,Discount
077_8,E-House,2.5027186881910524,Bulk Purchase,Loyalty,Discount
077_8,RMU(Ring Main Unit),2.5027186881910524,Loyalty,Bulk Purchase,Discount
078_89,VCU(Vacuum Contactor Units),4.228386075742893,Loyalty,Bulk Purchase,Discount
078_89,Controller,2.5953929138874416,Bulk Purchase,Discount,Loyalty
078_89,BBT(Busbar Trunking),2.545864091030729,Loyalty,Bulk Purchase,Discount
079_39,VCB(Vacuum Circuit Breaker),2.3905694150420946,Loyalty,Bulk Purchase,Discount
079_39,AIS(Air Insulated Switchgear),2.38113883008419,Loyalty,Bulk Purchase,Discount
079_39,ACB(Air Circuit Breaker),1.5999999999999999,Loyalty,Bulk Purchase,Discount
080_72,Controller,3.4617893077458297,Bulk Purchase,Discount,Loyalty
080_72,BBT(Busbar Trunking),2.5159412265530494,Loyalty,Bulk Purchase,Discount
080_72,PSS(Compact Sub-Stations),1.7549142926733277,Bulk Purchase,Loyalty,Discount
081_88,ACB(Air Circuit Breaker),3.3612236947515033,Loyalty,Bulk Purchase,Discount
081_88,Pump Starter and Controller,3.3612236947515033,Loyalty,Discount,Bulk Purchase
081_88,VCB(Vacuum Circuit Breaker),2.516069440022987,Loyalty,Bulk Purchase,Discount
082_65,ACB(Air Circuit Breaker),3.5707866047712757,Loyalty,Bulk Purchase,Discount
082_65,AIS(Air Insulated Switchgear),2.6632172121159265,Loyalty,Bulk Purchase,Discount
082_65,Controller,2.6353722580777905,Bulk Purchase,Discount,Loyalty
083_69,PSS(Compact Sub-Stations),2.592486766439219,Bulk Purchase,Loyalty,Discount
083_69,Solar Solutions,2.5924867664392184,Bulk Purchase,Loyalty,Discount
083_69,BBT(Busbar Trunking),2.5326920704511062,Loyalty,Bulk Purchase,Discount
084_24,ACB(Air Circuit Breaker),4.080877924499128,Loyalty,Bulk Purchase,Discount
084_24,Controller,3.290308509457033,Bulk Purchase,Discount,Loyalty
084_24,E-House,2.490308509457033,Bulk Purchase,Loyalty,Discount
085_28,Solar Solutions,3.507682651206712,Bulk Purchase,Loyalty,Discount
085_28,AIS(Air Insulated Switchgear),3.479280863991235,Loyalty,Bulk Purchase,Discount
085_28,RMU(Ring Main Unit),2.6548797857842708,Loyalty,Bulk Purchase,Discount
086_56,Controller,3.4416754178180495,Bulk Purchase,Discount,Loyalty
086_56,Solar Solutions,3.399775506131807,Bulk Purchase,Loyalty,Discount
086_56,VCU(Vacuum Contactor Units),3.290451987286982,Loyalty,Bulk Purchase,Discount
087_41,ACB(Air Circuit Breaker),3.2496101074970016,Loyalty,Bulk Purchase,Discount
087_41,Controller,3.189815411508889,Bulk Purchase,Discount,Loyalty
087_41,Modular Switches,2.5664421727984736,Loyalty,Bulk Purchase,Discount
088_52,VCU(Vacuum Contactor Units),3.36740165885094,Loyalty,Bulk Purchase,Discount
088_52,Modular Switches,2.520360855959545,Loyalty,Bulk Purchase,Discount
088_52,E-House,2.4402274780086217,Bulk Purchase,Loyalty,Discount
089_56,VCU(Vacuum Contactor Units),3.0237157840738176,Loyalty,Bulk Purchase,Discount
089_56,Modular Switches,3.0237157840738176,Loyalty,Bulk Purchase,Discount
089_56,MCCB(Moduled Case Circuit Breaker),2.267786838055363,Loyalty,Bulk Purchase,Discount
090_39,RMU(Ring Main Unit),3.2262930848127063,Loyalty,Bulk Purchase,Discount
090_39,E-House,2.4262930848127064,Bulk Purchase,Loyalty,Discount
090_39,ACB(Air Circuit Breaker),2.4262930848127064,Loyalty,Bulk Purchase,Discount
091_86,Controller,3.092226838103886,Bulk Purchase,Discount,Loyalty
091_86,SDF(Switch Disconnectors),2.3207100882934264,Bulk Purchase,Loyalty,Discount
091_86,Modular Switches,2.3176301688624026,Loyalty,Bulk Purchase,Discount
092_98,Modular Switches,3.084283418983089,Loyalty,Bulk Purchase,Discount
092_98,Starter,3.0237157840738176,Loyalty,Bulk Purchase,Discount
092_98,ACB(Air Circuit Breaker),2.3283544729646346,Loyalty,Bulk Purchase,Discount
093_52,Modular Switches,2.530462910211008,Loyalty,Bulk Purchase,Discount
093_52,VCB(Vacuum Circuit Breaker),2.530462910211008,Loyalty,Bulk Purchase,Discount
093_52,Pump Starter and Controller,1.7022971118713734,Loyalty,Discount,Bulk Purchase
094_93,AIS(Air Insulated Switchgear),2.731663423581895,Loyalty,Bulk Purchase,Discount
094_93,BBT(Busbar Trunking),2.731663423581895,Loyalty,Bulk Purchase,Discount
094_93,PSS(Compact Sub-Stations),2.7032616363664177,Bulk Purchase,Loyalty,Discount
095_91,PSS(Compact Sub-Stations),4.633598560305271,Bulk Purchase,Loyalty,Discount
095_91,RMU(Ring Main Unit),3.7290645265719795,Loyalty,Bulk Purchase,Discount
095_91,Solar Solutions,2.8401756376830907,Bulk Purchase,Loyalty,Discount
096_82,Modular Switches,2.792557203836342,Loyalty,Bulk Purchase,Discount
096_82,ACB(Air Circuit Breaker),2.6384437522713484,Loyalty,Bulk Purchase,Discount
096_82,Controller,2.573858098964834,Bulk Purchase,Discount,Loyalty
097_97,BBT(Busbar Trunking),2.621481405484958,Loyalty,Bulk Purchase,Discount
097_97,Starter,0.916666666666667,Loyalty,Bulk Purchase,Discount
097_97,MCCB(Moduled Case Circuit Breaker),0.8703882797784893,Loyalty,Bulk Purchase,Discount
098_81,Pump Starter and Controller,3.869320810241826,Loyalty,Discount,Bulk Purchase
098_81,Controller,3.869320810241826,Bulk Purchase,Discount,Loyalty
098_81,ACB(Air Circuit Breaker),2.974893619241911,Loyalty,Bulk Purchase,Discount
099_36,E-House,3.377718688191052,Bulk Purchase,Loyalty,Discount
099_36,Pump Starter and Controller,2.5527607768067466,Loyalty,Discount,Bulk Purchase
099_36,SDF(Switch Disconnectors),2.5305636422291884,Bulk Purchase,Loyalty,Discount
100_86,E-House,3.307288739692589,Bulk Purchase,Loyalty,Discount
100_86,VCB(Vacuum Circuit Breaker),3.290451987286982,Loyalty,Bulk Purchase,Discount
100_86,Pump Starter and Controller,3.290451987286982,Loyalty,Discount,Bulk Purchase
101_24,RMU(Ring Main Unit),3.2262930848127063,Loyalty,Bulk Purchase,Discount
101_24,ACB(Air Circuit Breaker),2.4357236697706113,Loyalty,Bulk Purchase,Discount
101_24,AIS(Air Insulated Switchgear),2.4357236697706113,Loyalty,Bulk Purchase,Discount
102_36,Controller,3.144851053892361,Bulk Purchase,Discount,Loyalty
102_36,VCB(Vacuum Circuit Breaker),3.084283418983089,Loyalty,Bulk Purchase,Discount
102_36,ACB(Air Circuit Breaker),3.084283418983089,Loyalty,Bulk Purchase,Discount
103_62,VCB(Vacuum Circuit Breaker),3.326032179227645,Loyalty,Bulk Purchase,Discount
103_62,Pump Starter and Controller,3.3260321792276444,Loyalty,Discount,Bulk Purchase
103_62,SDF(Switch Disconnectors),2.480877924499128,Bulk Purchase,Loyalty,Discount
104_63,BBT(Busbar Trunking),2.6132554602067963,Loyalty,Bulk Purchase,Discount
104_63,Modular Switches,2.59382826920688,Loyalty,Bulk Purchase,Discount
104_63,E-House,1.810414346693485,Bulk Purchase,Loyalty,Discount
105_72,AIS(Air Insulated Switchgear),3.171649077312636,Loyalty,Bulk Purchase,Discount
105_72,VCU(Vacuum Contactor Units),3.126435654770471,Loyalty,Bulk Purchase,Discount
105_72,Controller,2.3810796622705412,Bulk Purchase,Discount,Loyalty
106_76,AIS(Air Insulated Switchgear),2.574957911384305,Loyalty,Bulk Purchase,Discount
106_76,BBT(Busbar Trunking),2.5659833151687437,Loyalty,Bulk Purchase,Discount
106_76,RMU(Ring Main Unit),1.7410254037844386,Loyalty,Bulk Purchase,Discount
107_42,Modular Switches,3.444294407569219,Loyalty,Bulk Purchase,Discount
107_42,AIS(Air Insulated Switchgear),3.400923878577976,Loyalty,Bulk Purchase,Discount
107_42,VCB(Vacuum Circuit Breaker),2.6076343810351434,Loyalty,Bulk Purchase,Discount
