product,region,elasticity,date,actual,predicted
AIS(Air Insulated Switchgear),South,-0.4222361319766384,2024-04-01,2956.9999999999986,2426.376459336769
AIS(Air Insulated Switchgear),South,-0.4222361319766384,2024-05-01,2410.9999999999986,2837.3663587048723
AIS(Air Insulated Switchgear),South,-0.4222361319766384,2024-06-01,2408.999999999998,2708.715482870414
AIS(Air Insulated Switchgear),South,-0.4222361319766384,2024-07-01,2878.999999999998,3036.780524317523
AIS(Air Insulated Switchgear),South,-0.4222361319766384,2024-08-01,3369.9999999999973,2512.5573033528112
AIS(Air Insulated Switchgear),South,-0.4222361319766384,2024-09-01,2362.0,3218.804322368813
AIS(Air Insulated Switchgear),South,-0.4222361319766384,2024-10-01,2127.9999999999986,2534.1333281688635
AIS(Air Insulated Switchgear),South,-0.4222361319766384,2024-11-01,2526.9999999999995,2641.0459864064533
AIS(Air Insulated Switchgear),South,-0.4222361319766384,2024-12-01,2730.999999999998,3123.260443503952
AIS(Air Insulated Switchgear),South,-0.4222361319766384,2025-01-01,2396.0,2625.930259087216
AIS(Air Insulated Switchgear),South,-0.4222361319766384,2025-02-01,2468.9999999999986,2897.891824053894
AIS(Air Insulated Switchgear),South,-0.4222361319766384,2025-03-01,2276.9999999999995,2918.9597737556433
AIS(Air Insulated Switchgear),South,-0.4222361319766384,2025-04-01,593.9999999999995,2280.8332963813978
AIS(Air Insulated Switchgear),West,-1.3061856811280876,2024-04-01,3393.999999999998,3354.210790587644
AIS(Air Insulated Switchgear),West,-1.3061856811280876,2024-05-01,2918.999999999998,2849.3405923292044
AIS(Air Insulated Switchgear),West,-1.3061856811280876,2024-06-01,2273.999999999999,2156.7376227802856
AIS(Air Insulated Switchgear),West,-1.3061856811280876,2024-07-01,2072.9999999999995,2639.4109459250985
AIS(Air Insulated Switchgear),West,-1.3061856811280876,2024-08-01,2336.999999999998,3424.6385793326363
AIS(Air Insulated Switchgear),West,-1.3061856811280876,2024-09-01,2398.9999999999986,3284.176795719765
AIS(Air Insulated Switchgear),West,-1.3061856811280876,2024-10-01,2705.9999999999995,3292.3972444841734
AIS(Air Insulated Switchgear),West,-1.3061856811280876,2024-11-01,2762.9999999999986,2755.547651497001
AIS(Air Insulated Switchgear),West,-1.3061856811280876,2024-12-01,2479.999999999999,2535.3234624735624
AIS(Air Insulated Switchgear),West,-1.3061856811280876,2025-01-01,2672.9999999999995,2255.3079757180017
AIS(Air Insulated Switchgear),West,-1.3061856811280876,2025-02-01,2349.0,3196.371720699177
AIS(Air Insulated Switchgear),West,-1.3061856811280876,2025-03-01,2135.999999999999,2101.8633567437823
AIS(Air Insulated Switchgear),West,-1.3061856811280876,2025-04-01,294.99999999999983,2512.725107620036
E-House,Central,-0.17974696667253584,2024-06-01,36.99999999999999,108.84513534848328
E-House,Central,-0.17974696667253584,2024-07-01,37.99999999999999,263.3075422527439
E-House,Central,-0.17974696667253584,2024-08-01,135.99999999999991,199.29372078154077
E-House,Central,-0.17974696667253584,2024-09-01,104.99999999999997,165.86629611419318
E-House,Central,-0.17974696667253584,2024-10-01,165.99999999999991,171.3748564697481
E-House,Central,-0.17974696667253584,2024-11-01,178.99999999999997,182.10691940099292
E-House,Central,-0.17974696667253584,2024-12-01,128.99999999999997,172.94420211604327
E-House,Central,-0.17974696667253584,2025-01-01,259.99999999999994,238.19876570019855
E-House,Central,-0.17974696667253584,2025-02-01,187.00000000000006,149.32262161257614
E-House,Central,-0.17974696667253584,2025-03-01,128.99999999999997,143.21682788643304
E-House,Central,-0.17974696667253584,2025-04-01,169.0,208.80414179869945
E-House,East,0.9465583064317691,2024-05-01,129.99999999999997,122.06470065423039
E-House,East,0.9465583064317691,2024-06-01,8.999999999999998,15.252851282283055
E-House,East,0.9465583064317691,2024-07-01,285.99999999999994,184.72089500653158
E-House,East,0.9465583064317691,2024-08-01,348.99999999999994,326.4724783969878
E-House,East,0.9465583064317691,2024-09-01,211.99999999999997,177.5485255032286
E-House,East,0.9465583064317691,2024-10-01,258.9999999999999,89.53540859642717
E-House,East,0.9465583064317691,2024-11-01,316.9999999999999,242.364569478402
E-House,East,0.9465583064317691,2024-12-01,347.0,295.7508877682854
E-House,East,0.9465583064317691,2025-01-01,289.00000000000006,109.07015691416326
E-House,East,0.9465583064317691,2025-02-01,171.99999999999994,160.24034877239802
E-House,East,0.9465583064317691,2025-03-01,44.99999999999999,85.68708929566107
E-House,East,0.9465583064317691,2025-04-01,429.0,202.21546957489875
E-House,North,-0.11866242255344953,2024-04-01,149.0,222.47271444266744
E-House,North,-0.11866242255344953,2024-05-01,396.0,521.860253725925
E-House,North,-0.11866242255344953,2024-06-01,201.9999999999999,516.5627638281645
E-House,North,-0.11866242255344953,2024-07-01,92.99999999999996,1023.5296350288907
E-House,North,-0.11866242255344953,2024-08-01,90.0,98.48999822897156
E-House,North,-0.11866242255344953,2024-09-01,106.99999999999996,421.8748158873864
E-House,North,-0.11866242255344953,2024-10-01,131.99999999999997,209.90760450045005
E-House,North,-0.11866242255344953,2024-11-01,79.99999999999997,197.65118331679616
E-House,North,-0.11866242255344953,2024-12-01,101.00000000000001,424.99381523112
E-House,North,-0.11866242255344953,2025-01-01,240.99999999999994,384.5232878150913
E-House,North,-0.11866242255344953,2025-02-01,344.99999999999983,585.7888470296663
E-House,North,-0.11866242255344953,2025-03-01,142.00000000000003,739.1354406077437
E-House,North,-0.11866242255344953,2025-04-01,63.0,724.6769451370707
E-House,South,0.6913993966121872,2024-06-01,131.99999999999997,81.80416262209745
E-House,South,0.6913993966121872,2024-07-01,161.00000000000003,292.2855989096446
E-House,South,0.6913993966121872,2024-08-01,59.999999999999986,432.0630562754262
E-House,South,0.6913993966121872,2024-09-01,433.9999999999997,419.5143213222094
E-House,South,0.6913993966121872,2024-10-01,122.00000000000003,216.9077931424945
E-House,South,0.6913993966121872,2024-11-01,230.99999999999994,372.28833216755913
E-House,South,0.6913993966121872,2024-12-01,288.00000000000006,216.01754994520252
E-House,South,0.6913993966121872,2025-01-01,119.00000000000003,90.08781506745224
E-House,South,0.6913993966121872,2025-02-01,128.99999999999997,220.77296913351194
E-House,South,0.6913993966121872,2025-03-01,175.99999999999991,164.57233929431783
E-House,South,0.6913993966121872,2025-04-01,129.99999999999997,55.89498672933192
E-House,West,0.6056851829655913,2024-06-01,312.00000000000006,111.55542122200735
E-House,West,0.6056851829655913,2024-07-01,163.99999999999991,361.5670760788023
E-House,West,0.6056851829655913,2024-08-01,233.99999999999986,92.28624600464808
E-House,West,0.6056851829655913,2024-09-01,127.99999999999997,197.89890659864153
E-House,West,0.6056851829655913,2024-10-01,244.9999999999999,208.4890741428089
E-House,West,0.6056851829655913,2024-11-01,312.00000000000006,212.42865957801658
E-House,West,0.6056851829655913,2024-12-01,356.9999999999999,169.8865328411066
E-House,West,0.6056851829655913,2025-01-01,198.99999999999997,189.59547726441977
E-House,West,0.6056851829655913,2025-02-01,290.0,160.07797691495293
E-House,West,0.6056851829655913,2025-03-01,365.0,122.49624252450975
E-House,West,0.6056851829655913,2025-04-01,197.0,230.32834182521876
PSS(Compact Sub-Stations),Central,0.9009774178398906,2024-04-01,666.0000000000001,517.6512366891268
PSS(Compact Sub-Stations),Central,0.9009774178398906,2024-05-01,755.0000000000001,770.2542175452458
PSS(Compact Sub-Stations),Central,0.9009774178398906,2024-06-01,770.9999999999998,628.0218167981965
PSS(Compact Sub-Stations),Central,0.9009774178398906,2024-07-01,285.0000000000001,419.7714926280555
PSS(Compact Sub-Stations),Central,0.9009774178398906,2024-08-01,947.9999999999997,676.3834431091324
PSS(Compact Sub-Stations),Central,0.9009774178398906,2024-09-01,516.0,597.3526810080104
PSS(Compact Sub-Stations),Central,0.9009774178398906,2024-10-01,754.0000000000002,718.7434850957429
PSS(Compact Sub-Stations),Central,0.9009774178398906,2024-11-01,801.9999999999994,755.0416446917047
PSS(Compact Sub-Stations),Central,0.9009774178398906,2024-12-01,487.9999999999998,933.7195934866859
PSS(Compact Sub-Stations),Central,0.9009774178398906,2025-01-01,512.0,555.1120984994886
PSS(Compact Sub-Stations),Central,0.9009774178398906,2025-02-01,464.0,407.72374466897065
PSS(Compact Sub-Stations),Central,0.9009774178398906,2025-03-01,937.9999999999999,664.3223123524751
PSS(Compact Sub-Stations),Central,0.9009774178398906,2025-04-01,92.99999999999996,745.8465911012801
PSS(Compact Sub-Stations),East,-0.395297705095301,2024-04-01,701.0,593.1134429301709
PSS(Compact Sub-Stations),East,-0.395297705095301,2024-05-01,674.9999999999995,637.5089486634662
PSS(Compact Sub-Stations),East,-0.395297705095301,2024-06-01,549.9999999999998,500.4630442570123
PSS(Compact Sub-Stations),East,-0.395297705095301,2024-07-01,685.9999999999998,498.53044481878504
PSS(Compact Sub-Stations),East,-0.395297705095301,2024-08-01,654.9999999999998,586.1550485937618
PSS(Compact Sub-Stations),East,-0.395297705095301,2024-09-01,945.9999999999998,602.545007467115
PSS(Compact Sub-Stations),East,-0.395297705095301,2024-10-01,1060.9999999999998,587.656026785853
PSS(Compact Sub-Stations),East,-0.395297705095301,2024-11-01,482.9999999999998,699.4238577065149
PSS(Compact Sub-Stations),East,-0.395297705095301,2024-12-01,1079.9999999999993,560.046126919731
PSS(Compact Sub-Stations),East,-0.395297705095301,2025-01-01,585.9999999999997,671.3106833716673
PSS(Compact Sub-Stations),East,-0.395297705095301,2025-02-01,471.99999999999983,614.2274134975195
PSS(Compact Sub-Stations),East,-0.395297705095301,2025-03-01,866.9999999999997,713.9677992286516
PSS(Compact Sub-Stations),East,-0.395297705095301,2025-04-01,59.999999999999986,715.9519916392253
PSS(Compact Sub-Stations),North,-0.6330357944458107,2024-04-01,998.0000000000002,510.3915037792155
PSS(Compact Sub-Stations),North,-0.6330357944458107,2024-05-01,898.9999999999997,821.209393834135
PSS(Compact Sub-Stations),North,-0.6330357944458107,2024-06-01,431.9999999999998,518.5879689443173
PSS(Compact Sub-Stations),North,-0.6330357944458107,2024-07-01,379.0,503.061173377567
PSS(Compact Sub-Stations),North,-0.6330357944458107,2024-08-01,1020.9999999999999,584.9309300985942
PSS(Compact Sub-Stations),North,-0.6330357944458107,2024-09-01,393.0,767.3134772545552
PSS(Compact Sub-Stations),North,-0.6330357944458107,2024-10-01,787.0,488.05973874177016
PSS(Compact Sub-Stations),North,-0.6330357944458107,2024-11-01,555.9999999999999,663.3615833745098
PSS(Compact Sub-Stations),North,-0.6330357944458107,2024-12-01,669.9999999999999,528.3037408068892
PSS(Compact Sub-Stations),North,-0.6330357944458107,2025-01-01,755.0000000000001,717.4224992958644
PSS(Compact Sub-Stations),North,-0.6330357944458107,2025-02-01,402.99999999999983,717.1245017938394
PSS(Compact Sub-Stations),North,-0.6330357944458107,2025-03-01,677.9999999999999,655.5172371631936
PSS(Compact Sub-Stations),North,-0.6330357944458107,2025-04-01,206.00000000000003,623.3984867336953
PSS(Compact Sub-Stations),South,-0.5630707757232706,2024-04-01,542.0000000000001,736.6340347694344
PSS(Compact Sub-Stations),South,-0.5630707757232706,2024-05-01,348.00000000000006,608.4320329899242
PSS(Compact Sub-Stations),South,-0.5630707757232706,2024-06-01,430.99999999999983,610.8995804223117
PSS(Compact Sub-Stations),South,-0.5630707757232706,2024-07-01,492.9999999999999,748.7317055903475
PSS(Compact Sub-Stations),South,-0.5630707757232706,2024-08-01,823.9999999999995,617.5256328271723
PSS(Compact Sub-Stations),South,-0.5630707757232706,2024-09-01,338.00000000000006,365.99131137374286
PSS(Compact Sub-Stations),South,-0.5630707757232706,2024-10-01,557.0000000000001,558.7020332101804
PSS(Compact Sub-Stations),South,-0.5630707757232706,2024-11-01,208.99999999999997,619.4943671967386
PSS(Compact Sub-Stations),South,-0.5630707757232706,2024-12-01,512.9999999999999,467.0023154513
PSS(Compact Sub-Stations),South,-0.5630707757232706,2025-01-01,531.0,565.7217873043976
PSS(Compact Sub-Stations),South,-0.5630707757232706,2025-02-01,559.9999999999999,785.076664578901
PSS(Compact Sub-Stations),South,-0.5630707757232706,2025-03-01,488.9999999999997,678.7475886626377
PSS(Compact Sub-Stations),South,-0.5630707757232706,2025-04-01,82.99999999999996,707.0712431043764
PSS(Compact Sub-Stations),West,0.8320833025364678,2024-04-01,512.9999999999999,656.446133889889
PSS(Compact Sub-Stations),West,0.8320833025364678,2024-05-01,635.0,794.2956441628352
PSS(Compact Sub-Stations),West,0.8320833025364678,2024-06-01,824.9999999999999,632.2256851554008
PSS(Compact Sub-Stations),West,0.8320833025364678,2024-07-01,495.0,734.0294314041336
PSS(Compact Sub-Stations),West,0.8320833025364678,2024-08-01,792.9999999999997,767.4614213452472
PSS(Compact Sub-Stations),West,0.8320833025364678,2024-09-01,916.9999999999998,938.381154431695
PSS(Compact Sub-Stations),West,0.8320833025364678,2024-10-01,546.0,679.8395153805628
PSS(Compact Sub-Stations),West,0.8320833025364678,2024-11-01,639.9999999999999,540.8182788514504
PSS(Compact Sub-Stations),West,0.8320833025364678,2024-12-01,787.0,737.8979606567688
PSS(Compact Sub-Stations),West,0.8320833025364678,2025-01-01,795.0000000000001,1037.2911538501335
PSS(Compact Sub-Stations),West,0.8320833025364678,2025-02-01,391.00000000000006,659.9620940190898
PSS(Compact Sub-Stations),West,0.8320833025364678,2025-03-01,308.99999999999983,496.861013708055
PSS(Compact Sub-Stations),West,0.8320833025364678,2025-04-01,85.99999999999997,911.9565455374955
RMU(Ring Main Unit),Central,0.03201103853866501,2024-04-01,1050.0,1585.2387299855047
RMU(Ring Main Unit),Central,0.03201103853866501,2024-05-01,1168.0,1621.1129280506082
RMU(Ring Main Unit),Central,0.03201103853866501,2024-06-01,1829.9999999999995,2029.4342582451006
RMU(Ring Main Unit),Central,0.03201103853866501,2024-07-01,951.0,1370.9795867189023
RMU(Ring Main Unit),Central,0.03201103853866501,2024-08-01,1516.0000000000002,1839.5169949290982
RMU(Ring Main Unit),Central,0.03201103853866501,2024-09-01,1555.0,1339.6767009244513
RMU(Ring Main Unit),Central,0.03201103853866501,2024-10-01,1539.9999999999995,1852.6145071041287
RMU(Ring Main Unit),Central,0.03201103853866501,2024-11-01,1857.9999999999995,2034.69319422467
RMU(Ring Main Unit),Central,0.03201103853866501,2024-12-01,1348.9999999999998,1406.9192991077043
RMU(Ring Main Unit),Central,0.03201103853866501,2025-01-01,1379.9999999999995,1586.866091072505
RMU(Ring Main Unit),Central,0.03201103853866501,2025-02-01,951.9999999999997,1975.8956416202282
RMU(Ring Main Unit),Central,0.03201103853866501,2025-03-01,1542.9999999999998,1761.724310667455
RMU(Ring Main Unit),Central,0.03201103853866501,2025-04-01,253.00000000000003,2095.4287925075196
RMU(Ring Main Unit),East,-1.2285282851572557,2024-04-01,1606.9999999999995,1079.3023741401428
RMU(Ring Main Unit),East,-1.2285282851572557,2024-05-01,1292.0,1066.0078703071238
RMU(Ring Main Unit),East,-1.2285282851572557,2024-06-01,1373.9999999999998,1088.870976449852
RMU(Ring Main Unit),East,-1.2285282851572557,2024-07-01,1681.999999999999,1254.7936764757653
RMU(Ring Main Unit),East,-1.2285282851572557,2024-08-01,1187.9999999999993,1388.6678505653924
RMU(Ring Main Unit),East,-1.2285282851572557,2024-09-01,1424.0000000000002,1091.192463432543
RMU(Ring Main Unit),East,-1.2285282851572557,2024-10-01,1220.9999999999998,810.8691535222014
RMU(Ring Main Unit),East,-1.2285282851572557,2024-11-01,631.9999999999997,974.3760029337437
RMU(Ring Main Unit),East,-1.2285282851572557,2024-12-01,1396.0,1269.430289083212
RMU(Ring Main Unit),East,-1.2285282851572557,2025-01-01,985.0000000000002,728.7412437912916
RMU(Ring Main Unit),East,-1.2285282851572557,2025-02-01,1646.0,1160.2738657469124
RMU(Ring Main Unit),East,-1.2285282851572557,2025-03-01,1333.9999999999995,1215.9910029817286
RMU(Ring Main Unit),East,-1.2285282851572557,2025-04-01,227.99999999999986,644.7979806639408
RMU(Ring Main Unit),North,0.7258749550622957,2024-04-01,1279.9999999999998,1228.6026846178981
RMU(Ring Main Unit),North,0.7258749550622957,2024-05-01,955.9999999999997,863.5464113992049
RMU(Ring Main Unit),North,0.7258749550622957,2024-06-01,1062.9999999999998,1126.9295828488575
RMU(Ring Main Unit),North,0.7258749550622957,2024-07-01,1226.9999999999998,1049.3873357891991
RMU(Ring Main Unit),North,0.7258749550622957,2024-08-01,1318.9999999999998,1258.5304581993048
RMU(Ring Main Unit),North,0.7258749550622957,2024-09-01,2374.999999999998,1391.420506693453
RMU(Ring Main Unit),North,0.7258749550622957,2024-10-01,1625.9999999999993,909.8555600426539
RMU(Ring Main Unit),North,0.7258749550622957,2024-11-01,948.9999999999994,1345.220711566333
RMU(Ring Main Unit),North,0.7258749550622957,2024-12-01,1584.9999999999995,1243.413453429133
RMU(Ring Main Unit),North,0.7258749550622957,2025-01-01,1419.999999999999,1314.0103016958444
RMU(Ring Main Unit),North,0.7258749550622957,2025-02-01,1172.9999999999993,1488.9432903111629
RMU(Ring Main Unit),North,0.7258749550622957,2025-03-01,1370.9999999999998,1593.3313740544916
RMU(Ring Main Unit),North,0.7258749550622957,2025-04-01,142.00000000000003,1681.2100524126488
RMU(Ring Main Unit),South,0.2780853715550443,2024-04-01,1518.999999999999,1529.1725344169208
RMU(Ring Main Unit),South,0.2780853715550443,2024-05-01,1175.0,982.1029025026652
RMU(Ring Main Unit),South,0.2780853715550443,2024-06-01,1276.0,1135.333888609027
RMU(Ring Main Unit),South,0.2780853715550443,2024-07-01,1346.9999999999995,1333.4302308266365
RMU(Ring Main Unit),South,0.2780853715550443,2024-08-01,1346.9999999999995,1096.7526662579353
RMU(Ring Main Unit),South,0.2780853715550443,2024-09-01,1077.9999999999995,927.8177614401902
RMU(Ring Main Unit),South,0.2780853715550443,2024-10-01,1569.9999999999998,1051.5426155751295
RMU(Ring Main Unit),South,0.2780853715550443,2024-11-01,1409.9999999999993,1250.005244661435
RMU(Ring Main Unit),South,0.2780853715550443,2024-12-01,1352.9999999999995,1482.0802567705375
RMU(Ring Main Unit),South,0.2780853715550443,2025-01-01,823.0,824.9281259293303
RMU(Ring Main Unit),South,0.2780853715550443,2025-02-01,1885.9999999999986,1391.077415538262
RMU(Ring Main Unit),South,0.2780853715550443,2025-03-01,1129.9999999999995,1177.1655818400568
RMU(Ring Main Unit),South,0.2780853715550443,2025-04-01,34.99999999999999,403.1255664241844
RMU(Ring Main Unit),West,-0.04666185324868271,2024-04-01,1424.9999999999993,1863.8705285310011
RMU(Ring Main Unit),West,-0.04666185324868271,2024-05-01,830.9999999999995,1147.2402727406015
RMU(Ring Main Unit),West,-0.04666185324868271,2024-06-01,985.9999999999999,1818.7653064214146
RMU(Ring Main Unit),West,-0.04666185324868271,2024-07-01,1687.9999999999993,1201.4367647525344
RMU(Ring Main Unit),West,-0.04666185324868271,2024-08-01,1369.9999999999993,1444.1529370971182
RMU(Ring Main Unit),West,-0.04666185324868271,2024-09-01,1531.9999999999998,1559.7776667899489
RMU(Ring Main Unit),West,-0.04666185324868271,2024-10-01,1489.999999999999,1505.3028215285115
RMU(Ring Main Unit),West,-0.04666185324868271,2024-11-01,1786.9999999999993,1808.8907672612181
RMU(Ring Main Unit),West,-0.04666185324868271,2024-12-01,1557.0000000000002,1319.0916432063668
RMU(Ring Main Unit),West,-0.04666185324868271,2025-01-01,1480.0,1299.4009623788775
RMU(Ring Main Unit),West,-0.04666185324868271,2025-02-01,1320.0,1204.4494742783857
RMU(Ring Main Unit),West,-0.04666185324868271,2025-03-01,1231.9999999999995,1584.6480405955258
RMU(Ring Main Unit),West,-0.04666185324868271,2025-04-01,149.0,2576.7599497702076
VCB(Vacuum Circuit Breaker),Central,-0.5827893586042334,2024-07-01,124.99999999999994,79.61027160966424
VCB(Vacuum Circuit Breaker),Central,-0.5827893586042334,2024-08-01,188.00000000000003,64.84544111038733
VCB(Vacuum Circuit Breaker),Central,-0.5827893586042334,2024-09-01,76.0,19.568631734723482
VCB(Vacuum Circuit Breaker),Central,-0.5827893586042334,2024-10-01,199.99999999999991,96.05602008672277
VCB(Vacuum Circuit Breaker),Central,-0.5827893586042334,2024-11-01,88.99999999999999,360.2352189166002
VCB(Vacuum Circuit Breaker),Central,-0.5827893586042334,2024-12-01,174.0,99.01979462390074
VCB(Vacuum Circuit Breaker),Central,-0.5827893586042334,2025-01-01,144.00000000000003,120.42244277339626
VCB(Vacuum Circuit Breaker),Central,-0.5827893586042334,2025-02-01,128.99999999999997,95.24224653145062
VCB(Vacuum Circuit Breaker),Central,-0.5827893586042334,2025-03-01,41.999999999999986,37.7011275754101
VCB(Vacuum Circuit Breaker),Central,-0.5827893586042334,2025-04-01,31.000000000000004,78.50040069451443
VCB(Vacuum Circuit Breaker),East,0.30389204411129367,2024-09-01,87.0,265.043061222308
VCB(Vacuum Circuit Breaker),East,0.30389204411129367,2024-10-01,31.000000000000004,19.780234692513908
VCB(Vacuum Circuit Breaker),East,0.30389204411129367,2024-11-01,164.99999999999994,129.4897937972118
VCB(Vacuum Circuit Breaker),East,0.30389204411129367,2024-12-01,72.0,88.06203833349865
VCB(Vacuum Circuit Breaker),East,0.30389204411129367,2025-01-01,113.00000000000003,98.14210701003378
