Partner_id,Product_id,Scheme_Type,Sales_Value_Last_Period,Sales_Quantity_Last_Period,MRP,Growth_Percentage,Discount_Applied,Bulk_Purchase_Tendency,New_Stockist,Feedback_Score,Geography_East,Geography_North,Geography_South,Geography_West,Stockist_Type_Distributor,Stockist_Type_Retailer,Stockist_Type_Wholesaler
P1036,Solar Solutions,Loyalty Program,481349.9125567855,198,32829.07116748044,44.307775850058825,13.329766583339236,Low,True,3.808232523972125,1,0,0,0,0,1,0
P1001,E-House,Volume Discount,195853.28,299,3418.45,28.75,19.58,Low,True,3.74,0,0,0,1,0,1,0
P1003,Solar Solutions,Loyalty Points,46251.18,182,10693.02,46.01,19.1,Low,False,3.64,1,0,0,0,0,1,0
P1002,PSS,Loyalty Points,253688.98,236,4236.73,14.9,11.16,Low,False,1.83,1,0,0,0,0,1,0
P1003,RMU,Seasonal Offer,462839.96,258,42174.09,-9.97,10.62,Medium,False,4.55,0,1,0,0,0,0,1
P1052,Starter,Loyalty Program,303870.409543088,173,36202.25485205112,11.143662686212211,2.717400095332127,Medium,True,1.263102338837365,0,0,1,0,1,0,0
P1087,ACB,Volume Discount,159389.6998618251,424,11769.197510315587,24.920227347697946,9.248575339199592,Low,True,2.1865656868953574,0,1,0,0,0,0,1
P1001,RMU,Volume Discount,482975.15,458,37767.05,-7.14,9.93,Medium,True,3.26,0,1,0,0,1,0,0
P1002,VCB,Seasonal Offer,312675.76,148,47645.49,7.35,12.75,Low,False,4.13,0,1,0,0,1,0,0
P1003,Modular Switches,Cashback,263449.27,146,6146.21,40.9,19.53,Medium,False,4.51,0,0,0,1,0,0,1
P1035,Starter,Cashback,104140.95302791112,245,913.4617791363852,6.952281524742935,6.394806401894224,High,True,3.0870723634023025,0,0,0,1,1,0,0
P1002,AIS,Loyalty Points,293034.14,254,21587.08,-1.08,0.42,Low,True,1.79,0,0,1,0,0,1,0
P1047,SDF,Cashback,450115.6518693466,178,48107.71580382075,14.532290889420764,14.423627645353134,Medium,False,1.7648133468210827,1,0,0,0,0,1,0
P1001,Solar Solutions,Cashback,350238.8,211,10697.79,-8.11,18.55,High,True,1.49,1,0,0,0,0,1,0
P1003,VCU,Cashback,345012.96,233,4159.58,24.98,14.2,Low,False,1.68,1,0,0,0,0,0,1
P1056,VCB,Loyalty Program,300162.5806574592,64,35363.64357960517,0.8974276473248081,2.3511615331680766,Medium,False,2.7541937518792023,1,0,0,0,0,1,0
P1002,Controller,Volume Discount,63667.55,428,46284.15,-0.56,12.75,High,False,1.3,0,0,0,1,1,0,0
P1002,AIS,Volume Discount,252371.9,151,8923.37,43.03,12.35,Medium,False,2.33,0,0,1,0,0,1,0
P1093,ACB,Seasonal Offer,321411.07235174044,307,13541.124586861217,14.572509099043124,6.816520279193057,Low,True,4.549811438228086,1,0,0,0,0,0,1
P1066,BBT,Volume Discount,32476.905081942918,75,8624.811776452205,19.444986935484533,0.7572366968468293,High,False,1.398527559390462,0,0,1,0,0,0,1
P1090,VCU,Volume Discount,126645.15195659194,32,22489.77930583265,13.431906263897517,16.561889289385267,High,True,2.9677515702782165,0,0,1,0,0,0,1
P1054,PSS,Seasonal Offer,393551.235102443,318,5440.323002568737,6.199509522592003,12.020675895746772,Low,False,4.627040540178199,1,0,0,0,1,0,0
P1072,Starter,Loyalty Program,347364.9661211345,370,15671.938850937726,28.733497414069724,0.517310462864163,Low,False,3.693101592644351,0,0,1,0,0,1,0
P1029,Solar Solutions,Cashback,34786.968986622924,119,41169.24426055784,1.9187810641812928,3.277216190471727,Low,False,3.838469902075441,0,0,1,0,0,1,0
P1073,E-House,Seasonal Offer,130384.56367655484,304,14000.757794699217,32.809806735655535,2.146594938002538,High,False,3.0321545195203536,1,0,0,0,0,0,1
P1003,Controller,Volume Discount,427232.53,331,18164.86,28.9,12.98,Low,False,2.68,0,0,0,1,0,1,0
P1003,Solar Solutions,Seasonal Offer,183574.96,129,38502.41,-5.17,4.04,Medium,False,1.57,0,1,0,0,0,1,0
P1026,Pump Starter and Controller,Volume Discount,35011.20900724736,15,32619.432887347168,36.65234851357802,10.086366725651525,Low,False,2.900463716443361,0,0,1,0,0,1,0
P1098,Solar Solutions,Seasonal Offer,405535.9052812955,25,5961.269608110967,23.263681427833014,11.73665479635844,Medium,False,4.10521412688421,1,0,0,0,0,1,0
P1059,Solar Solutions,Volume Discount,506895.9765490711,430,4769.130447834064,11.66918191271004,3.1198676254357287,Medium,True,2.397842459083225,0,1,0,0,0,0,1
P1055,BBT,Seasonal Offer,47511.2531633608,591,16718.019785928183,34.38095971425679,3.293206526808235,High,False,3.5051678265996387,0,0,1,0,0,0,1
P1001,ACB,Cashback,456868.1535434927,486,45231.45774897601,28.25930887353516,10.232171057763038,Low,True,4.414078649781426,0,0,0,1,0,0,1
P1070,Starter,Loyalty Program,377608.3668868484,367,8637.450621795937,0.4823043231943928,9.95278868013715,High,False,3.485780834889621,1,0,0,0,1,0,0
P1002,Solar Solutions,Cashback,174173.18,174,17160.82,44.6,9.02,Low,True,2.66,1,0,0,0,0,1,0
P1085,Solar Solutions,Loyalty Program,182728.3361873625,262,26135.697672833903,56.80352318093109,12.557397450921805,Medium,False,1.9342009621688423,0,1,0,0,0,1,0
P1084,VCU,Seasonal Offer,524630.9741250912,33,38072.4459108626,31.440307165617764,15.324232238249602,Low,False,2.843244261863476,0,1,0,0,0,1,0
P1040,VCU,Volume Discount,358675.3865978775,310,14846.023354446395,22.22000645117089,14.173595687609632,High,True,3.32414575563835,0,1,0,0,1,0,0
P1047,Solar Solutions,Cashback,408533.8783545924,20,2613.1429800775004,6.4586624931797605,19.399667783227773,Medium,False,3.107956408603395,0,0,1,0,1,0,0
P1068,VCB,Loyalty Program,158631.708528223,514,6659.999886606153,35.15287871091027,17.184702270881903,Medium,False,3.3116191637554238,0,1,0,0,0,1,0
P1016,AIS,Cashback,192908.97009308496,430,41512.856264268325,46.83860815410295,12.477706144496,Low,False,4.091922363005671,0,0,1,0,1,0,0
P1025,Solar Solutions,Cashback,330826.86991583026,200,39652.23342616611,-3.818136726182508,17.605843613119475,High,False,1.5710051632607118,0,0,1,0,0,1,0
P1002,RMU,Volume Discount,183320.56,185,38895.2,20.86,13.6,Low,False,1.35,0,1,0,0,1,0,0
P1031,Pump Starter and Controller,Seasonal Offer,372825.7617611299,368,27666.7623084832,5.699581430438815,1.4472899312476453,Medium,False,2.337155480649741,0,1,0,0,0,0,1
P1001,MCCB,Seasonal Offer,272273.38,450,34299.86,1.26,17.55,High,False,1.76,0,0,1,0,1,0,0
P1021,ACB,Loyalty Program,411958.1035737577,36,24880.53483613767,8.221497547185233,5.680293924083708,High,True,2.7312958019669358,0,1,0,0,1,0,0
P1000,VCB,Cashback,478147.255584928,193,37782.51954947224,14.472484213851306,10.569648423301636,Medium,False,2.4962886111998563,0,1,0,0,0,0,1
P1052,BBT,Seasonal Offer,99551.05526840682,149,39593.25726922682,28.82930154923104,3.511471910888178,High,False,3.4336882297485314,1,0,0,0,0,0,1
P1003,Pump Starter and Controller,Volume Discount,378682.88,315,22002.34,28.17,12.77,High,False,1.54,0,0,0,1,0,1,0
P1001,Starter,Loyalty Points,445515.75,21,4624.34,20.21,3.6,Medium,False,1.01,0,1,0,0,1,0,0
P1003,Pump Starter and Controller,Cashback,315413.72,47,2880.06,22.31,11.78,High,True,1.41,1,0,0,0,0,1,0
P1017,BBT,Volume Discount,39977.855744119086,532,22508.502666911147,45.268387512610666,7.170824548673131,Low,False,3.053784935017746,0,1,0,0,0,0,1
P1002,AIS,Loyalty Points,425587.38,91,33793.8,35.2,12.3,Medium,True,3.76,1,0,0,0,0,1,0
P1028,ACB,Loyalty Program,397339.2580457601,481,45896.96186936458,-0.8226106914002758,14.112248332378757,High,False,4.227193727979257,1,0,0,0,0,0,1
P1032,Modular Switches,Loyalty Program,405450.4680720627,433,47013.98514124998,37.064789986795766,18.77244572721605,High,True,4.9670937028816455,0,1,0,0,0,1,0
P1094,MCCB,Loyalty Program,269077.2470917525,169,13143.898190237744,18.72892619227809,16.779567122704933,High,False,1.340965287130491,0,0,1,0,0,0,1
P1076,VCU,Volume Discount,271818.79819183104,256,32213.22494137645,33.08858882047957,1.6418933072932862,Medium,True,2.8939689387025878,0,0,0,1,0,0,1
P1039,VCU,Seasonal Offer,247616.14767877088,455,7132.295242551784,34.12118636208373,15.612751520308477,Low,True,1.836065281495236,0,0,0,1,0,1,0
P1002,ACB,Loyalty Points,150134.92,339,29002.78,44.23,12.44,Low,True,4.84,0,0,0,1,0,1,0
P1096,Pump Starter and Controller,Loyalty Program,232669.87441719024,366,3997.733365513604,28.22234360879506,9.681253297894276,High,True,3.818345159297201,1,0,0,0,0,1,0
P1001,Modular Switches,Seasonal Offer,20509.63,277,40831.9,23.99,3.98,Medium,True,1.34,0,0,0,1,0,1,0
P1004,ACB,Volume Discount,335472.53086819994,391,33166.88952650233,2.5981813741950983,0.78890996267135,Low,False,1.7430088705613562,0,0,1,0,0,1,0
P1088,AIS,Loyalty Program,166443.84242832518,314,49632.9098948851,34.99316711136704,7.65098566949367,Low,False,3.0779349338217323,0,0,1,0,0,0,1
P1003,SDF,Volume Discount,15451.76,251,8534.01,35.58,9.03,Low,False,3.12,0,1,0,0,0,1,0
P1001,VCU,Volume Discount,396674.55,120,24131.21,-5.29,8.82,Medium,True,4.54,0,0,0,1,1,0,0
P1001,Pump Starter and Controller,Loyalty Points,15519.0,299,48947.16,29.11,5.71,Low,True,2.67,1,0,0,0,1,0,0
P1003,VCU,Loyalty Points,92895.97,342,8736.78,-0.17,0.12,High,True,1.87,0,0,0,1,1,0,0
P1016,Modular Switches,Cashback,565268.8500994106,291,1734.9949339742764,7.262720884927909,16.701497608415483,Medium,True,3.2434317838066677,0,1,0,0,0,1,0
P1001,MCCB,Loyalty Points,163251.08,186,20439.12,-0.64,12.01,Low,False,4.11,0,0,1,0,0,0,1
P1092,Starter,Volume Discount,281915.8551171556,117,25863.09538580629,9.293985560331596,3.7086830342635553,High,False,1.9614961225629688,0,0,1,0,0,1,0
P1003,Starter,Loyalty Points,273764.8,418,11741.13,5.12,5.63,Medium,False,1.23,0,0,1,0,1,0,0
P1002,SDF,Volume Discount,336535.52,328,47368.58,-7.64,6.02,High,False,3.61,0,0,1,0,0,1,0
P1055,Solar Solutions,Seasonal Offer,408505.3835040312,144,37754.855837185125,28.983306191054936,15.656962313941156,Medium,False,2.1631174475217394,0,0,0,1,1,0,0
P1049,Pump Starter and Controller,Loyalty Program,315051.4252878835,299,22826.079260793456,-2.1293122059691343,13.04546927093489,Medium,True,3.864310683264558,1,0,0,0,1,0,0
P1003,Starter,Seasonal Offer,394758.94,184,18636.0,35.47,14.92,Low,True,1.62,0,1,0,0,0,1,0
P1007,VCB,Seasonal Offer,342619.942961297,523,40308.34712299941,25.07655756033631,13.613954001743789,Medium,True,1.3774521054668571,0,1,0,0,0,1,0
P1057,VCB,Seasonal Offer,172553.92047349887,102,36923.630537464094,14.032563337598669,23.14838657604092,Medium,True,1.3123815153817326,1,0,0,0,1,0,0
P1003,Starter,Volume Discount,352019.24,313,8555.17,49.21,18.56,Low,False,2.29,0,1,0,0,0,0,1
P1013,Pump Starter and Controller,Seasonal Offer,160192.9594721651,378,46809.7564595304,28.795587908169004,14.3366857801936,High,True,3.314677045620764,0,1,0,0,1,0,0
P1003,Solar Solutions,Loyalty Points,352925.01,193,39014.95,16.38,18.6,High,False,4.44,0,1,0,0,1,0,0
P1059,VCU,Volume Discount,81360.8798014115,391,43856.732103169415,33.44640704775965,9.94967748385441,Low,False,3.693573357930835,0,1,0,0,0,1,0
P1095,VCB,Loyalty Program,185346.0862506003,331,22836.49771347761,11.8367778100815,13.166982500846292,Medium,False,2.278055891052484,0,0,0,1,0,0,1
P1016,Controller,Cashback,274334.4699223584,417,45670.18815327783,1.6069574234587414,19.34397988653009,Low,True,1.591492791404862,0,0,1,0,0,0,1
P1003,VCB,Volume Discount,457267.03,484,9649.43,19.19,6.7,Medium,True,4.46,0,1,0,0,0,1,0
P1018,RMU,Volume Discount,305589.1833986242,517,38990.03188911731,11.068756751281562,4.842896190374796,Low,False,2.9524467107936063,0,0,1,0,0,1,0
P1003,ACB,Cashback,320011.88,443,30554.38,39.8,3.75,Low,True,3.71,1,0,0,0,1,0,0
P1002,VCB,Volume Discount,146909.84,163,30614.43,40.25,13.54,High,True,3.12,0,0,1,0,1,0,0
P1022,AIS,Seasonal Offer,81878.10519055012,157,18616.24962666478,-3.3151240774910367,3.360588131764608,High,False,1.0083222436892003,0,0,1,0,0,1,0
P1001,Controller,Loyalty Points,83516.28,15,45109.21,3.75,0.39,Low,True,2.09,0,1,0,0,0,0,1
P1001,Pump Starter and Controller,Loyalty Points,230939.53,102,15532.89,2.11,5.28,Low,False,4.05,0,0,1,0,0,0,1
P1003,VCU,Volume Discount,24930.53,276,28107.12,21.03,6.0,High,False,2.28,1,0,0,0,1,0,0
P1003,Solar Solutions,Loyalty Points,197846.36,400,48856.74,0.03,6.27,Medium,True,2.14,1,0,0,0,1,0,0
P1001,SDF,Seasonal Offer,356290.24,434,32353.83,22.7,17.84,Low,True,3.12,0,0,1,0,0,1,0
P1049,Starter,Cashback,440383.5893735603,296,25841.833445041677,29.246694323559307,5.937041784940573,High,True,3.805525546063828,0,1,0,0,1,0,0
P1086,E-House,Cashback,266242.3060441404,106,34047.24911961828,2.709115637324115,19.95511883384584,Medium,False,4.546812852390864,0,1,0,0,0,0,1
P1005,Modular Switches,Seasonal Offer,238732.17992212108,194,7096.839631793294,34.43550187769278,10.3865258501114,High,False,3.7519245635491982,0,0,0,1,1,0,0
P1083,E-House,Cashback,473306.5208799239,65,46746.39587379917,10.575836250686704,21.569862115936846,Low,True,4.32268370395675,0,0,0,1,0,1,0
P1003,Solar Solutions,Volume Discount,155583.86,162,34115.83,26.92,13.27,Medium,False,4.65,1,0,0,0,0,0,1
P1017,Starter,Loyalty Program,411039.5341752686,436,21786.3219049736,40.66986365295548,3.39586547383295,Medium,False,1.7741473774513077,0,1,0,0,1,0,0
P1002,Pump Starter and Controller,Cashback,93749.97,53,46572.49,43.64,15.12,Low,True,3.76,0,0,0,1,0,1,0
P1001,SDF,Loyalty Points,423989.52,136,13655.14,41.21,2.25,Medium,False,1.06,0,1,0,0,0,0,1
P1001,VCU,Cashback,25665.97,175,44383.11,25.39,17.71,High,False,1.96,0,0,0,1,0,1,0
P1001,Controller,Volume Discount,303569.2,354,31138.16,-9.36,6.83,Medium,False,4.56,1,0,0,0,0,1,0
P1002,MCCB,Loyalty Points,440342.44,163,19310.31,27.83,14.03,Low,True,2.36,0,0,0,1,1,0,0
P1037,VCB,Seasonal Offer,202050.16170082276,84,32421.820771817824,26.822405700220106,1.099284803985573,High,True,4.326754896230643,0,0,1,0,1,0,0
P1088,Pump Starter and Controller,Cashback,366154.06287616,23,24322.66841178905,2.0025501423549024,7.120910249807544,High,True,4.387838149214014,1,0,0,0,0,1,0
P1001,PSS,Seasonal Offer,385273.61,259,20186.36,2.17,5.37,Low,False,4.03,0,1,0,0,1,0,0
P1001,SDF,Cashback,401224.97,83,10115.37,18.65,6.17,Medium,False,3.67,0,0,1,0,0,0,1
P1003,Starter,Cashback,361188.52,205,1230.39,16.11,3.16,High,False,1.05,1,0,0,0,1,0,0
P1002,VCU,Loyalty Points,127956.91,57,1892.24,18.49,3.49,Medium,False,1.32,0,1,0,0,1,0,0
P1003,Modular Switches,Volume Discount,11100.68,322,12716.61,10.96,3.72,High,True,3.67,0,1,0,0,0,0,1
P1072,MCCB,Cashback,123626.94224051113,472,43510.60933746216,38.04885433901302,11.059726253525556,Low,True,1.8501937261828647,0,1,0,0,0,0,1
P1053,VCU,Seasonal Offer,378728.7991538856,477,40408.75697910632,22.19468681457071,18.525434956226185,High,False,1.373087250540688,0,0,0,1,1,0,0
P1003,VCU,Cashback,428551.43,276,18755.58,2.22,10.9,Low,True,3.36,0,0,1,0,1,0,0
P1026,E-House,Loyalty Program,399452.5172293162,94,11087.28187012772,7.568154940349126,18.099557453250448,Low,False,3.9020840878042575,1,0,0,0,0,0,1
