product,region,date,forecast
AIS(Air Insulated Switchgear),South,2025-06-01,2223.985446767179
AIS(Air Insulated Switchgear),South,2025-07-01,2258.8529600768506
AIS(Air Insulated Switchgear),South,2025-08-01,2495.9288670109304
AIS(Air Insulated Switchgear),South,2025-09-01,2497.9634888457067
AIS(Air Insulated Switchgear),South,2025-10-01,2259.8705538985064
AIS(Air Insulated Switchgear),South,2025-11-01,2823.949349977681
AIS(Air Insulated Switchgear),South,2025-12-01,2421.273707292273
AIS(Air Insulated Switchgear),South,2026-01-01,2526.5290668259636
AIS(Air Insulated Switchgear),South,2026-02-01,2736.712566393072
AIS(Air Insulated Switchgear),South,2026-03-01,2399.328200968132
AIS(Air Insulated Switchgear),South,2026-04-01,2681.460946951946
AIS(Air Insulated Switchgear),South,2026-05-01,2387.231938071129
AIS(Air Insulated Switchgear),West,2025-06-01,2594.733542891787
AIS(Air Insulated Switchgear),West,2025-07-01,2476.633502581717
AIS(Air Insulated Switchgear),West,2025-08-01,2362.8375223218495
AIS(Air Insulated Switchgear),West,2025-09-01,2691.701452893484
AIS(Air Insulated Switchgear),West,2025-10-01,2761.8969672809617
AIS(Air Insulated Switchgear),West,2025-11-01,2908.587286125485
AIS(Air Insulated Switchgear),West,2025-12-01,2380.871987358601
AIS(Air Insulated Switchgear),West,2026-01-01,2387.8328829639922
AIS(Air Insulated Switchgear),West,2026-02-01,2676.3281911239037
AIS(Air Insulated Switchgear),West,2026-03-01,2577.688936963889
AIS(Air Insulated Switchgear),West,2026-04-01,2726.73049939399
AIS(Air Insulated Switchgear),West,2026-05-01,2091.3483138389383
BBT(Busbar Trunking),Central,2025-06-01,108.38964712473887
BBT(Busbar Trunking),Central,2025-07-01,119.87972018590992
BBT(Busbar Trunking),Central,2025-08-01,132.5877743372806
BBT(Busbar Trunking),Central,2025-09-01,57.99998207938855
BBT(Busbar Trunking),Central,2025-10-01,25.371927710082552
BBT(Busbar Trunking),Central,2025-11-01,11.098867598311308
BBT(Busbar Trunking),Central,2025-12-01,4.8551727995939995
BBT(Busbar Trunking),Central,2026-01-01,2.1238801469884074
BBT(Busbar Trunking),Central,2026-02-01,75.22992129732309
BBT(Busbar Trunking),Central,2026-03-01,70.38035321926215
BBT(Busbar Trunking),Central,2026-04-01,84.9068774350845
BBT(Busbar Trunking),Central,2026-05-01,102.43087927878287
BBT(Busbar Trunking),South,2025-06-01,4.6958747259559885
BBT(Busbar Trunking),South,2025-07-01,8.776584559603325
BBT(Busbar Trunking),South,2025-08-01,88.98408590387015
BBT(Busbar Trunking),South,2025-09-01,78.4471525610597
BBT(Busbar Trunking),South,2025-10-01,69.15793630319826
BBT(Busbar Trunking),South,2025-11-01,60.96869035487933
BBT(Busbar Trunking),South,2025-12-01,53.74916318052785
BBT(Busbar Trunking),South,2026-01-01,10.565718133400987
BBT(Busbar Trunking),South,2026-02-01,29.255148791924945
BBT(Busbar Trunking),South,2026-03-01,81.0038390227409
BBT(Busbar Trunking),South,2026-04-01,33.07678944074508
BBT(Busbar Trunking),South,2026-05-01,38.74096648913696
E-House,Central,2025-06-01,240.42318183361843
E-House,Central,2025-07-01,179.57582625895924
E-House,Central,2025-08-01,187.68769958527926
E-House,Central,2025-09-01,244.48728497676439
E-House,Central,2025-10-01,122.9454081890579
E-House,Central,2025-11-01,206.13184560802264
E-House,Central,2025-12-01,146.48068343058029
E-House,Central,2026-01-01,152.7795303194328
E-House,Central,2026-02-01,179.19477851467255
E-House,Central,2026-03-01,176.67640687571338
E-House,Central,2026-04-01,298.5357410471848
E-House,Central,2026-05-01,252.3550831482167
E-House,East,2025-06-01,231.7253726634814
E-House,East,2025-07-01,151.95480997384863
E-House,East,2025-08-01,186.88023829547132
E-House,East,2025-09-01,165.49235182360363
E-House,East,2025-10-01,318.89562968524757
E-House,East,2025-11-01,164.93674313435707
E-House,East,2025-12-01,178.3222473086626
E-House,East,2026-01-01,184.52519778433955
E-House,East,2026-02-01,226.56849508776517
E-House,East,2026-03-01,149.19452657831934
E-House,East,2026-04-01,139.5993277495121
E-House,East,2026-05-01,251.7334110096163
E-House,North,2025-06-01,169.80195938235062
E-House,North,2025-07-01,223.41273068694898
E-House,North,2025-08-01,177.4404443870386
E-House,North,2025-09-01,342.2186117935128
E-House,North,2025-10-01,64.98920887074156
E-House,North,2025-11-01,251.90565131156816
E-House,North,2025-12-01,79.93486521499197
E-House,North,2026-01-01,112.47794992529519
E-House,North,2026-02-01,279.52783290167173
E-House,North,2026-03-01,341.6396845245635
E-House,North,2026-04-01,255.41448802782935
E-House,North,2026-05-01,343.2456979099115
E-House,South,2025-06-01,99.81008775699588
E-House,South,2025-07-01,77.0237310414508
E-House,South,2025-08-01,45.98793935921432
E-House,South,2025-09-01,56.54560960081548
E-House,South,2025-10-01,53.98944222160896
E-House,South,2025-11-01,58.19630197484076
E-House,South,2025-12-01,66.75879619759935
E-House,South,2026-01-01,67.04143750647759
E-House,South,2026-02-01,53.19549631792494
E-House,South,2026-03-01,84.66441186051516
E-House,South,2026-04-01,52.09096531537916
E-House,South,2026-05-01,51.338357451027406
E-House,West,2025-06-01,69.88679645419391
E-House,West,2025-07-01,178.45250535111808
E-House,West,2025-08-01,90.4889453171414
E-House,West,2025-09-01,118.8249045411074
E-House,West,2025-10-01,68.66317674485313
E-House,West,2025-11-01,55.29755961584834
E-House,West,2025-12-01,50.90042704715261
E-House,West,2026-01-01,152.5581792901368
E-House,West,2026-02-01,85.22312311715763
E-House,West,2026-03-01,69.0560587717802
E-House,West,2026-04-01,87.43233132607203
E-House,West,2026-05-01,324.6401877559376
MCCB(Moduled Case Circuit Breaker),East,2025-06-01,45.11034477336678
MCCB(Moduled Case Circuit Breaker),East,2025-07-01,23.548099543221433
MCCB(Moduled Case Circuit Breaker),East,2025-08-01,51.96130509872809
MCCB(Moduled Case Circuit Breaker),East,2025-09-01,23.165618290833347
MCCB(Moduled Case Circuit Breaker),East,2025-10-01,43.68202880884663
MCCB(Moduled Case Circuit Breaker),East,2025-11-01,203.89472283872902
MCCB(Moduled Case Circuit Breaker),East,2025-12-01,47.31165648170614
MCCB(Moduled Case Circuit Breaker),East,2026-01-01,19.737275734213192
MCCB(Moduled Case Circuit Breaker),East,2026-02-01,44.7339409470496
MCCB(Moduled Case Circuit Breaker),East,2026-03-01,18.573078561077967
MCCB(Moduled Case Circuit Breaker),East,2026-04-01,42.34123034800882
MCCB(Moduled Case Circuit Breaker),East,2026-05-01,33.8830048325995
MCCB(Moduled Case Circuit Breaker),North,2025-06-01,6.461256308657313
MCCB(Moduled Case Circuit Breaker),North,2025-07-01,33.924302847547644
MCCB(Moduled Case Circuit Breaker),North,2025-08-01,7.4326637310388675
MCCB(Moduled Case Circuit Breaker),North,2025-09-01,47.17388533024114
MCCB(Moduled Case Circuit Breaker),North,2025-10-01,8.520900025901389
MCCB(Moduled Case Circuit Breaker),North,2025-11-01,35.354574682014665
MCCB(Moduled Case Circuit Breaker),North,2025-12-01,5.986895208136649
MCCB(Moduled Case Circuit Breaker),North,2026-01-01,60.09166646015162
MCCB(Moduled Case Circuit Breaker),North,2026-02-01,15.196520498120414
MCCB(Moduled Case Circuit Breaker),North,2026-03-01,88.00497850267989
MCCB(Moduled Case Circuit Breaker),North,2026-04-01,10.33148185721735
MCCB(Moduled Case Circuit Breaker),North,2026-05-01,34.562464210298806
MCCB(Moduled Case Circuit Breaker),South,2025-06-01,35.731926403976985
MCCB(Moduled Case Circuit Breaker),South,2025-07-01,178.4439618662892
MCCB(Moduled Case Circuit Breaker),South,2025-08-01,46.12933283715344
MCCB(Moduled Case Circuit Breaker),South,2025-09-01,155.0492267372455
MCCB(Moduled Case Circuit Breaker),South,2025-10-01,11.00897963134818
MCCB(Moduled Case Circuit Breaker),South,2025-11-01,105.4818675284742
MCCB(Moduled Case Circuit Breaker),South,2025-12-01,19.91959210393713
MCCB(Moduled Case Circuit Breaker),South,2026-01-01,62.77363060391405
MCCB(Moduled Case Circuit Breaker),South,2026-02-01,52.310943744194276
MCCB(Moduled Case Circuit Breaker),South,2026-03-01,151.79300378807807
MCCB(Moduled Case Circuit Breaker),South,2026-04-01,64.9864195863302
MCCB(Moduled Case Circuit Breaker),South,2026-05-01,30.827084884578014
MCCB(Moduled Case Circuit Breaker),West,2025-06-01,15.262310935050191
MCCB(Moduled Case Circuit Breaker),West,2025-07-01,29.858522393884414
MCCB(Moduled Case Circuit Breaker),West,2025-08-01,26.598633793869702
MCCB(Moduled Case Circuit Breaker),West,2025-09-01,30.183757557945917
MCCB(Moduled Case Circuit Breaker),West,2025-10-01,12.85806299713271
MCCB(Moduled Case Circuit Breaker),West,2025-11-01,27.884562223197456
MCCB(Moduled Case Circuit Breaker),West,2025-12-01,19.460188171228033
MCCB(Moduled Case Circuit Breaker),West,2026-01-01,52.06499645915177
MCCB(Moduled Case Circuit Breaker),West,2026-02-01,8.641668345741778
MCCB(Moduled Case Circuit Breaker),West,2026-03-01,16.36835960581805
MCCB(Moduled Case Circuit Breaker),West,2026-04-01,20.074787731290694
MCCB(Moduled Case Circuit Breaker),West,2026-05-01,22.148145186326285
Modular Switches,North,2025-06-01,120.15623528052483
Modular Switches,North,2025-07-01,187.5002711271279
Modular Switches,North,2025-08-01,292.5886583469271
Modular Switches,North,2025-09-01,127.38577725346288
Modular Switches,North,2025-10-01,118.22908091251365
Modular Switches,North,2025-11-01,109.73058276046838
Modular Switches,North,2025-12-01,101.84297044364128
Modular Switches,North,2026-01-01,94.52233249708952
Modular Switches,North,2026-02-01,87.72791388321276
Modular Switches,North,2026-03-01,253.5483731241772
Modular Switches,North,2026-04-01,212.08143827499845
Modular Switches,North,2026-05-01,177.3962731709716
PSS(Compact Sub-Stations),Central,2025-06-01,562.133180531353
PSS(Compact Sub-Stations),Central,2025-07-01,691.2676997652749
PSS(Compact Sub-Stations),Central,2025-08-01,614.5837209323448
PSS(Compact Sub-Stations),Central,2025-09-01,474.84920717089005
PSS(Compact Sub-Stations),Central,2025-10-01,654.595573413851
PSS(Compact Sub-Stations),Central,2025-11-01,761.4914214529986
PSS(Compact Sub-Stations),Central,2025-12-01,738.9309832684042
PSS(Compact Sub-Stations),Central,2026-01-01,799.0337718187994
PSS(Compact Sub-Stations),Central,2026-02-01,821.3933202094792
PSS(Compact Sub-Stations),Central,2026-03-01,588.2528353572018
PSS(Compact Sub-Stations),Central,2026-04-01,492.2275965387798
PSS(Compact Sub-Stations),Central,2026-05-01,588.3778829350539
PSS(Compact Sub-Stations),East,2025-06-01,579.8133042464862
PSS(Compact Sub-Stations),East,2025-07-01,757.0476888441716
PSS(Compact Sub-Stations),East,2025-08-01,705.3035794567329
PSS(Compact Sub-Stations),East,2025-09-01,725.1701147343921
PSS(Compact Sub-Stations),East,2025-10-01,878.3721986894733
PSS(Compact Sub-Stations),East,2025-11-01,852.0179117785937
PSS(Compact Sub-Stations),East,2025-12-01,464.22901651866346
PSS(Compact Sub-Stations),East,2026-01-01,894.7656467490424
PSS(Compact Sub-Stations),East,2026-02-01,635.6580644975384
PSS(Compact Sub-Stations),East,2026-03-01,809.4922891416859
PSS(Compact Sub-Stations),East,2026-04-01,798.9037340079207
PSS(Compact Sub-Stations),East,2026-05-01,672.2785281138904
PSS(Compact Sub-Stations),North,2025-06-01,470.39710491420317
PSS(Compact Sub-Stations),North,2025-07-01,630.2376184171035
PSS(Compact Sub-Stations),North,2025-08-01,515.6624188101899
PSS(Compact Sub-Stations),North,2025-09-01,638.476292274554
PSS(Compact Sub-Stations),North,2025-10-01,624.0652851971806
PSS(Compact Sub-Stations),North,2025-11-01,754.0579980662409
PSS(Compact Sub-Stations),North,2025-12-01,490.82734529730556
PSS(Compact Sub-Stations),North,2026-01-01,587.2925890667483
PSS(Compact Sub-Stations),North,2026-02-01,523.3978760744874
PSS(Compact Sub-Stations),North,2026-03-01,563.7165549813238
PSS(Compact Sub-Stations),North,2026-04-01,561.6632073025214
PSS(Compact Sub-Stations),North,2026-05-01,676.9303086863608
PSS(Compact Sub-Stations),South,2025-06-01,934.6599867150148
PSS(Compact Sub-Stations),South,2025-07-01,810.6936444540348
PSS(Compact Sub-Stations),South,2025-08-01,665.0567997099039
PSS(Compact Sub-Stations),South,2025-09-01,852.1524505013023
PSS(Compact Sub-Stations),South,2025-10-01,453.85005229224197
PSS(Compact Sub-Stations),South,2025-11-01,640.2650242846014
PSS(Compact Sub-Stations),South,2025-12-01,614.514581004849
PSS(Compact Sub-Stations),South,2026-01-01,646.2475439867541
PSS(Compact Sub-Stations),South,2026-02-01,667.1025638252503
PSS(Compact Sub-Stations),South,2026-03-01,721.0998940781706
PSS(Compact Sub-Stations),South,2026-04-01,809.7466861051123
PSS(Compact Sub-Stations),South,2026-05-01,731.64430988656
PSS(Compact Sub-Stations),West,2025-06-01,846.7841377899408
PSS(Compact Sub-Stations),West,2025-07-01,840.6448898134875
PSS(Compact Sub-Stations),West,2025-08-01,753.5039705028994
PSS(Compact Sub-Stations),West,2025-09-01,791.1907115403213
PSS(Compact Sub-Stations),West,2025-10-01,665.6231924775606
PSS(Compact Sub-Stations),West,2025-11-01,830.0396714520148
PSS(Compact Sub-Stations),West,2025-12-01,672.7796112629034
PSS(Compact Sub-Stations),West,2026-01-01,582.7178842332465
PSS(Compact Sub-Stations),West,2026-02-01,779.6979029273052
PSS(Compact Sub-Stations),West,2026-03-01,790.1187922489429
PSS(Compact Sub-Stations),West,2026-04-01,854.6013440432558
PSS(Compact Sub-Stations),West,2026-05-01,770.4618723943926
RMU(Ring Main Unit),Central,2025-06-01,1582.6941965065432
RMU(Ring Main Unit),Central,2025-07-01,1652.0215761656646
RMU(Ring Main Unit),Central,2025-08-01,1498.5307975240496
RMU(Ring Main Unit),Central,2025-09-01,1618.852748439426
RMU(Ring Main Unit),Central,2025-10-01,1480.0535515065055
RMU(Ring Main Unit),Central,2025-11-01,1558.9012814759942
RMU(Ring Main Unit),Central,2025-12-01,1830.2069031149429
RMU(Ring Main Unit),Central,2026-01-01,1619.8219131012477
RMU(Ring Main Unit),Central,2026-02-01,1361.910383398657
RMU(Ring Main Unit),Central,2026-03-01,1646.3661415427491
RMU(Ring Main Unit),Central,2026-04-01,1838.970769841416
RMU(Ring Main Unit),Central,2026-05-01,1690.868661776255
RMU(Ring Main Unit),East,2025-06-01,1273.624056473401
RMU(Ring Main Unit),East,2025-07-01,1166.4598358297349
RMU(Ring Main Unit),East,2025-08-01,1281.4173862939729
RMU(Ring Main Unit),East,2025-09-01,1406.6248032469061
RMU(Ring Main Unit),East,2025-10-01,1184.6321080291018
RMU(Ring Main Unit),East,2025-11-01,1128.4769173448553
RMU(Ring Main Unit),East,2025-12-01,1339.5868207732306
RMU(Ring Main Unit),East,2026-01-01,1464.868082926812
RMU(Ring Main Unit),East,2026-02-01,1467.7067510436111
RMU(Ring Main Unit),East,2026-03-01,1081.515724568811
RMU(Ring Main Unit),East,2026-04-01,1488.183651740239
RMU(Ring Main Unit),East,2026-05-01,1060.477808635166
RMU(Ring Main Unit),North,2025-06-01,1324.4475578199344
RMU(Ring Main Unit),North,2025-07-01,948.9774440899532
RMU(Ring Main Unit),North,2025-08-01,1335.406684088265
RMU(Ring Main Unit),North,2025-09-01,1258.1781888017304
RMU(Ring Main Unit),North,2025-10-01,1118.2092348193544
RMU(Ring Main Unit),North,2025-11-01,1173.4483366221425
RMU(Ring Main Unit),North,2025-12-01,891.1097249352142
RMU(Ring Main Unit),North,2026-01-01,1254.5142515840942
RMU(Ring Main Unit),North,2026-02-01,1242.1035488711245
RMU(Ring Main Unit),North,2026-03-01,1522.4254077072776
RMU(Ring Main Unit),North,2026-04-01,1178.624435302486
RMU(Ring Main Unit),North,2026-05-01,1145.071650037101
RMU(Ring Main Unit),South,2025-06-01,1459.5536851455886
RMU(Ring Main Unit),South,2025-07-01,1266.4310511864535
RMU(Ring Main Unit),South,2025-08-01,1076.3311229236929
RMU(Ring Main Unit),South,2025-09-01,1199.000683955422
RMU(Ring Main Unit),South,2025-10-01,1346.9189987729762
RMU(Ring Main Unit),South,2025-11-01,1326.4982929300959
RMU(Ring Main Unit),South,2025-12-01,1168.0039497719688
RMU(Ring Main Unit),South,2026-01-01,1385.3245935474265
RMU(Ring Main Unit),South,2026-02-01,1680.7150050165421
RMU(Ring Main Unit),South,2026-03-01,1182.1292328458348
RMU(Ring Main Unit),South,2026-04-01,1404.6552277298883
RMU(Ring Main Unit),South,2026-05-01,1156.1868975456352
RMU(Ring Main Unit),West,2025-06-01,1544.4062062763765
RMU(Ring Main Unit),West,2025-07-01,1236.0632979131785
RMU(Ring Main Unit),West,2025-08-01,1913.8988816128067
RMU(Ring Main Unit),West,2025-09-01,1316.1022766137519
RMU(Ring Main Unit),West,2025-10-01,1500.9284250098717
RMU(Ring Main Unit),West,2025-11-01,1591.2921576785593
RMU(Ring Main Unit),West,2025-12-01,1258.9257354551185
RMU(Ring Main Unit),West,2026-01-01,1605.5177354897792
RMU(Ring Main Unit),West,2026-02-01,1358.3597084693633
RMU(Ring Main Unit),West,2026-03-01,1189.2824522446033
RMU(Ring Main Unit),West,2026-04-01,1310.1115235769453
RMU(Ring Main Unit),West,2026-05-01,1328.8261770235383
SDF(Switch Disconnectors),Central,2025-06-01,86.61751022121217
SDF(Switch Disconnectors),Central,2025-07-01,802.0556284731214
SDF(Switch Disconnectors),Central,2025-08-01,483.1257320569821
SDF(Switch Disconnectors),Central,2025-09-01,291.0153170048066
SDF(Switch Disconnectors),Central,2025-10-01,175.29580627143943
SDF(Switch Disconnectors),Central,2025-11-01,105.59107339304238
SDF(Switch Disconnectors),Central,2025-12-01,117.40404940428606
SDF(Switch Disconnectors),Central,2026-01-01,130.53859927360375
SDF(Switch Disconnectors),Central,2026-02-01,145.1425737594057
SDF(Switch Disconnectors),Central,2026-03-01,161.38036438823934
SDF(Switch Disconnectors),Central,2026-04-01,179.43475394925738
SDF(Switch Disconnectors),Central,2026-05-01,199.5089740123111
SDF(Switch Disconnectors),East,2025-06-01,236.00014042718612
SDF(Switch Disconnectors),East,2025-07-01,6.158736410517398
SDF(Switch Disconnectors),East,2025-08-01,24.95835525480781
SDF(Switch Disconnectors),East,2025-09-01,101.14404246322674
SDF(Switch Disconnectors),East,2025-10-01,118.38391260376211
SDF(Switch Disconnectors),East,2025-11-01,138.56229612802528
SDF(Switch Disconnectors),East,2025-12-01,162.18005881029165
SDF(Switch Disconnectors),East,2026-01-01,12.643243634735228
SDF(Switch Disconnectors),East,2026-02-01,380.6642204561646
SDF(Switch Disconnectors),East,2026-03-01,303.6667307949861
SDF(Switch Disconnectors),East,2026-04-01,242.2436321470182
SDF(Switch Disconnectors),East,2026-05-01,334.6246783047787
SDF(Switch Disconnectors),North,2025-06-01,70465.02610474774
SDF(Switch Disconnectors),North,2025-07-01,42.382473372863785
SDF(Switch Disconnectors),North,2025-08-01,246.9443312731183
SDF(Switch Disconnectors),North,2025-09-01,222.53579649350866
SDF(Switch Disconnectors),North,2025-10-01,200.5288170330965
SDF(Switch Disconnectors),North,2025-11-01,38.65808353954129
SDF(Switch Disconnectors),North,2025-12-01,24.85082980652612
SDF(Switch Disconnectors),North,2026-01-01,15.976879487405784
SDF(Switch Disconnectors),North,2026-02-01,20.88014090777914
SDF(Switch Disconnectors),North,2026-03-01,27.293989530565394
SDF(Switch Disconnectors),North,2026-04-01,35.68696267349764
SDF(Switch Disconnectors),North,2026-05-01,16.89799260866456
SDF(Switch Disconnectors),South,2025-06-01,81.23527144875462
SDF(Switch Disconnectors),South,2025-07-01,263.9669062034515
SDF(Switch Disconnectors),South,2025-08-01,857.7377392977387
SDF(Switch Disconnectors),South,2025-09-01,46.92061382439775
SDF(Switch Disconnectors),South,2025-10-01,38.29210476131896
SDF(Switch Disconnectors),South,2025-11-01,31.25040719698205
SDF(Switch Disconnectors),South,2025-12-01,25.503615451438773
SDF(Switch Disconnectors),South,2026-01-01,25.749904159410885
SDF(Switch Disconnectors),South,2026-02-01,25.440374108037734
SDF(Switch Disconnectors),South,2026-03-01,25.427256041263934
SDF(Switch Disconnectors),South,2026-04-01,25.414087467788924
SDF(Switch Disconnectors),South,2026-05-01,25.40082907086988
Starter,East,2025-06-01,44.07724287767997
Starter,East,2025-07-01,39.64904774893856
Starter,East,2025-08-01,35.66572872446315
Starter,East,2025-09-01,32.08259157954304
Starter,East,2025-10-01,28.859432269325072
Starter,East,2025-11-01,25.960085825448893
Starter,East,2025-12-01,23.352020572525053
Starter,East,2026-01-01,21.005973111423792
Starter,East,2026-02-01,18.89561997376002
Starter,East,2026-03-01,16.997282263423696
Starter,East,2026-04-01,83.76659277923399
Starter,East,2026-05-01,71.46581113209032
VCB(Vacuum Circuit Breaker),Central,2025-06-01,107.88007862243671
VCB(Vacuum Circuit Breaker),Central,2025-07-01,165.6913380139085
VCB(Vacuum Circuit Breaker),Central,2025-08-01,215.68485366933956
VCB(Vacuum Circuit Breaker),Central,2025-09-01,229.94368054938883
VCB(Vacuum Circuit Breaker),Central,2025-10-01,185.75358143953773
VCB(Vacuum Circuit Breaker),Central,2025-11-01,44.25005457146171
VCB(Vacuum Circuit Breaker),Central,2025-12-01,270.2152334290928
VCB(Vacuum Circuit Breaker),Central,2026-01-01,252.23387920396044
VCB(Vacuum Circuit Breaker),Central,2026-02-01,131.51840032611094
VCB(Vacuum Circuit Breaker),Central,2026-03-01,270.70225622892707
VCB(Vacuum Circuit Breaker),Central,2026-04-01,109.55623781895915
