Partner_id,Product_id,Similarity_Scores,Scheme_1,Scheme_2,Scheme_3
014_50,AIS(Air Insulated Switchgear),2.701226819371463,Bulk Purchase,Discount,Loyalty
014_50,MCCB(Moduled Case Circuit Breaker),2.6863845317619974,Bulk Purchase,Discount,Loyalty
015_94,AIS(Air Insulated Switchgear),3.240923164430269,Bulk Purchase,Discount,Loyalty
015_94,ACB(Air Circuit Breaker),2.4663264951887856,Loyalty,Bulk Purchase,Discount
015_94,VCB(Vacuum Circuit Breaker),2.407589831096936,Bulk Purchase,Discount,Loyalty
016_70,Solar Solutions,4.119636891497533,Discount,Bulk Purchase,Loyalty
016_70,RMU(Ring Main Unit),3.31785316576026,Discount,Bulk Purchase,Loyalty
016_70,PSS(Compact Sub-Stations),2.405351177211819,Bulk Purchase,Loyalty,Discount
017_53,SDF(Switch Disconnectors),4.387717870949012,Bulk Purchase,Loyalty,Discount
017_53,ACB(Air Circuit Breaker),2.6714852103069453,Loyalty,Bulk Purchase,Discount
017_53,RMU(Ring Main Unit),2.6351743496280626,Discount,Bulk Purchase,Loyalty
018_74,Pump Starter and Controller,3.6172286279560772,Discount,Bulk Purchase,Loyalty
018_74,Controller,3.483598006999865,Bulk Purchase,Loyalty,Discount
018_74,SDF(Switch Disconnectors),3.483598006999865,Bulk Purchase,Loyalty,Discount
019_64,VCU(Vacuum Contactor Units),3.282823076116512,Bulk Purchase,Loyalty,Discount
019_64,VCB(Vacuum Circuit Breaker),2.4494897427831783,Bulk Purchase,Discount,Loyalty
019_64,ACB(Air Circuit Breaker),2.449489742783178,Loyalty,Bulk Purchase,Discount
020_73,ACB(Air Circuit Breaker),3.3687440919754907,Loyalty,Bulk Purchase,Discount
020_73,Pump Starter and Controller,2.5437861805911854,Discount,Bulk Purchase,Loyalty
020_73,VCB(Vacuum Circuit Breaker),2.5305636422291884,Bulk Purchase,Discount,Loyalty
021_39,E-House,3.368744091975491,Bulk Purchase,Discount,Loyalty
021_39,AIS(Air Insulated Switchgear),2.543786180591186,Bulk Purchase,Discount,Loyalty
021_39,Solar Solutions,1.6909833151687441,Discount,Bulk Purchase,Loyalty
022_48,MCCB(Moduled Case Circuit Breaker),2.6453105932902696,Bulk Purchase,Discount,Loyalty
022_48,Solar Solutions,1.8136249428242,Discount,Bulk Purchase,Loyalty
022_48,VCB(Vacuum Circuit Breaker),1.7407765595569786,Bulk Purchase,Discount,Loyalty
023_44,SDF(Switch Disconnectors),3.565039098004421,Bulk Purchase,Loyalty,Discount
023_44,Starter,2.7122362325819793,Discount,Bulk Purchase,Loyalty
023_44,Modular Switches,1.8178090415820631,Discount,Bulk Purchase,Loyalty
024_62,AIS(Air Insulated Switchgear),3.4108816833119473,Bulk Purchase,Discount,Loyalty
024_62,VCU(Vacuum Contactor Units),2.594385102384221,Bulk Purchase,Loyalty,Discount
024_62,Modular Switches,2.5575219847121646,Discount,Bulk Purchase,Loyalty
025_96,PSS(Compact Sub-Stations),2.6366969653337478,Bulk Purchase,Loyalty,Discount
025_96,VCB(Vacuum Circuit Breaker),2.5754369743120247,Bulk Purchase,Discount,Loyalty
025_96,E-House,2.5754369743120247,Bulk Purchase,Discount,Loyalty
026_16,VCU(Vacuum Contactor Units),4.05228915767761,Bulk Purchase,Loyalty,Discount
026_16,AIS(Air Insulated Switchgear),3.2505054319403364,Bulk Purchase,Discount,Loyalty
026_16,E-House,3.2071349029490923,Bulk Purchase,Discount,Loyalty
027_44,Solar Solutions,1.829537595841944,Discount,Bulk Purchase,Loyalty
027_44,Pump Starter and Controller,0.9128709291752771,Discount,Bulk Purchase,Loyalty
027_44,AIS(Air Insulated Switchgear),0.0,Bulk Purchase,Discount,Loyalty
028_9,VCB(Vacuum Circuit Breaker),2.654242615900366,Bulk Purchase,Discount,Loyalty
028_9,BBT(Busbar Trunking),2.654242615900366,Discount,Bulk Purchase,Loyalty
028_9,AIS(Air Insulated Switchgear),2.6410200775383688,Bulk Purchase,Discount,Loyalty
029_72,PSS(Compact Sub-Stations),3.5485837703548633,Bulk Purchase,Loyalty,Discount
029_72,ACB(Air Circuit Breaker),2.6596948814659744,Loyalty,Bulk Purchase,Discount
029_72,MCCB(Moduled Case Circuit Breaker),1.7708059925770856,Bulk Purchase,Discount,Loyalty
030_57,RMU(Ring Main Unit),4.235839594696253,Discount,Bulk Purchase,Loyalty
030_57,VCU(Vacuum Contactor Units),2.594385102384221,Bulk Purchase,Loyalty,Discount
030_57,Modular Switches,2.5358816833119473,Discount,Bulk Purchase,Loyalty
031_83,E-House,2.6666666666666665,Bulk Purchase,Discount,Loyalty
031_83,Controller,1.7777777777777777,Bulk Purchase,Loyalty,Discount
031_83,AIS(Air Insulated Switchgear),1.7777777777777777,Bulk Purchase,Discount,Loyalty
032_35,VCU(Vacuum Contactor Units),3.49556981838881,Bulk Purchase,Loyalty,Discount
032_35,Controller,3.4955698183888098,Bulk Purchase,Loyalty,Discount
032_35,PSS(Compact Sub-Stations),2.62056981838881,Bulk Purchase,Loyalty,Discount
033_48,Pump Starter and Controller,4.015519833671752,Discount,Bulk Purchase,Loyalty
033_48,Controller,3.240923164430269,Bulk Purchase,Loyalty,Discount
033_48,Modular Switches,3.199023252744026,Discount,Bulk Purchase,Loyalty
034_36,E-House,3.474371485098934,Bulk Purchase,Discount,Loyalty
034_36,ACB(Air Circuit Breaker),2.637711458564859,Loyalty,Bulk Purchase,Discount
034_36,RMU(Ring Main Unit),1.7805686014220017,Discount,Bulk Purchase,Loyalty
035_85,Modular Switches,4.071447339541223,Discount,Bulk Purchase,Loyalty
035_85,RMU(Ring Main Unit),3.2262930848127063,Discount,Bulk Purchase,Loyalty
035_85,SDF(Switch Disconnectors),2.4357236697706113,Bulk Purchase,Loyalty,Discount
036_19,SDF(Switch Disconnectors),2.365689919410693,Bulk Purchase,Loyalty,Discount
036_19,Solar Solutions,2.362609999979669,Discount,Bulk Purchase,Loyalty
036_19,Starter,1.5910932501692094,Discount,Bulk Purchase,Loyalty
037_89,Pump Starter and Controller,3.290451987286982,Discount,Bulk Purchase,Loyalty
037_89,RMU(Ring Main Unit),2.4739554063592557,Discount,Bulk Purchase,Loyalty
037_89,MCCB(Moduled Case Circuit Breaker),2.4244265835025427,Bulk Purchase,Discount,Loyalty
038_80,RMU(Ring Main Unit),4.368776181963016,Discount,Bulk Purchase,Loyalty
038_80,Solar Solutions,3.5106598516419822,Discount,Bulk Purchase,Loyalty
038_80,PSS(Compact Sub-Stations),3.5106598516419822,Bulk Purchase,Loyalty,Discount
039_29,Modular Switches,4.2626144497980665,Discount,Bulk Purchase,Loyalty
039_29,MCCB(Moduled Case Circuit Breaker),4.2626144497980665,Bulk Purchase,Discount,Loyalty
039_29,AIS(Air Insulated Switchgear),2.557008718953183,Bulk Purchase,Discount,Loyalty
040_87,Controller,2.4664124036963364,Bulk Purchase,Loyalty,Discount
040_87,Pump Starter and Controller,2.4664124036963364,Discount,Bulk Purchase,Loyalty
040_87,MCCB(Moduled Case Circuit Breaker),1.6499158227686106,Bulk Purchase,Discount,Loyalty
041_98,RMU(Ring Main Unit),2.6823118115110685,Discount,Bulk Purchase,Loyalty
041_98,MCCB(Moduled Case Circuit Breaker),2.643803181562216,Bulk Purchase,Discount,Loyalty
041_98,Controller,1.7777777777777777,Bulk Purchase,Loyalty,Discount
042_16,AIS(Air Insulated Switchgear),3.434490592895771,Bulk Purchase,Discount,Loyalty
042_16,Starter,2.5912165501842033,Discount,Bulk Purchase,Loyalty
042_16,BBT(Busbar Trunking),1.7864511374214875,Discount,Bulk Purchase,Loyalty
043_32,VCU(Vacuum Contactor Units),3.5229148677397757,Bulk Purchase,Loyalty,Discount
043_32,ACB(Air Circuit Breaker),1.7934229226221796,Loyalty,Bulk Purchase,Discount
043_32,Solar Solutions,1.7934229226221796,Discount,Bulk Purchase,Loyalty
044_40,Starter,4.363175123500232,Discount,Bulk Purchase,Loyalty
044_40,BBT(Busbar Trunking),2.574957911384305,Discount,Bulk Purchase,Loyalty
044_40,Solar Solutions,2.5527607768067466,Discount,Bulk Purchase,Loyalty
045_7,SDF(Switch Disconnectors),3.320258033533941,Bulk Purchase,Loyalty,Discount
045_7,VCB(Vacuum Circuit Breaker),2.5184743077966676,Bulk Purchase,Discount,Loyalty
045_7,ACB(Air Circuit Breaker),1.681814281262592,Loyalty,Bulk Purchase,Discount
046_57,VCB(Vacuum Circuit Breaker),3.534640199953479,Bulk Purchase,Discount,Loyalty
046_57,SDF(Switch Disconnectors),2.6527230962652824,Bulk Purchase,Loyalty,Discount
046_57,RMU(Ring Main Unit),2.629859611160832,Discount,Bulk Purchase,Loyalty
047_59,SDF(Switch Disconnectors),3.4117392318229003,Bulk Purchase,Loyalty,Discount
047_59,Starter,2.5684651891113326,Discount,Bulk Purchase,Loyalty
047_59,RMU(Ring Main Unit),2.5298221281347035,Discount,Bulk Purchase,Loyalty
048_83,SDF(Switch Disconnectors),4.420674415480267,Bulk Purchase,Loyalty,Discount
048_83,MCCB(Moduled Case Circuit Breaker),2.6377114585648584,Bulk Purchase,Discount,Loyalty
048_83,Controller,2.6377114585648584,Bulk Purchase,Loyalty,Discount
049_38,BBT(Busbar Trunking),3.971708245126284,Discount,Bulk Purchase,Loyalty
049_38,VCB(Vacuum Circuit Breaker),3.1811388300841896,Bulk Purchase,Discount,Loyalty
049_38,Starter,3.1717082451262844,Discount,Bulk Purchase,Loyalty
050_95,VCU(Vacuum Contactor Units),3.381880721829937,Bulk Purchase,Loyalty,Discount
050_95,AIS(Air Insulated Switchgear),2.5980762113533165,Bulk Purchase,Discount,Loyalty
050_95,Controller,2.5980762113533165,Bulk Purchase,Loyalty,Discount
051_81,SDF(Switch Disconnectors),2.548547388496604,Bulk Purchase,Loyalty,Discount
051_81,Controller,2.548547388496604,Bulk Purchase,Loyalty,Discount
051_81,E-House,2.5158553180454986,Bulk Purchase,Discount,Loyalty
052_42,BBT(Busbar Trunking),2.5389571384054492,Discount,Bulk Purchase,Loyalty
052_42,Pump Starter and Controller,2.5040808376086465,Discount,Bulk Purchase,Loyalty
052_42,VCU(Vacuum Contactor Units),2.4955866094142056,Bulk Purchase,Loyalty,Discount
053_37,Controller,3.5201610293461663,Bulk Purchase,Loyalty,Discount
053_37,BBT(Busbar Trunking),2.649700060979199,Discount,Bulk Purchase,Loyalty
053_37,Pump Starter and Controller,2.6401058140582654,Discount,Bulk Purchase,Loyalty
054_2,AIS(Air Insulated Switchgear),3.469385102384221,Bulk Purchase,Discount,Loyalty
054_2,VCU(Vacuum Contactor Units),3.469385102384221,Bulk Purchase,Loyalty,Discount
054_2,ACB(Air Circuit Breaker),1.7499999999999996,Loyalty,Bulk Purchase,Discount
055_15,SDF(Switch Disconnectors),3.5839903809783618,Bulk Purchase,Loyalty,Discount
055_15,E-House,1.8090680674665818,Bulk Purchase,Discount,Loyalty
055_15,Controller,1.8090680674665818,Bulk Purchase,Loyalty,Discount
056_15,VCU(Vacuum Contactor Units),3.276657459890189,Bulk Purchase,Loyalty,Discount
056_15,AIS(Air Insulated Switchgear),1.6499158227686106,Bulk Purchase,Discount,Loyalty
056_15,Controller,1.6499158227686106,Bulk Purchase,Loyalty,Discount
057_9,Controller,2.4663264951887856,Bulk Purchase,Loyalty,Discount
057_9,RMU(Ring Main Unit),2.4412633359081504,Discount,Bulk Purchase,Loyalty
057_9,AIS(Air Insulated Switchgear),2.4244265835025427,Bulk Purchase,Discount,Loyalty
058_93,SDF(Switch Disconnectors),3.408983347366944,Bulk Purchase,Loyalty,Discount
058_93,Solar Solutions,2.575650014033611,Discount,Bulk Purchase,Loyalty
058_93,Pump Starter and Controller,2.483163247594393,Discount,Bulk Purchase,Loyalty
059_93,SDF(Switch Disconnectors),3.4911549741538463,Bulk Purchase,Loyalty,Discount
059_93,Modular Switches,2.598892889878012,Discount,Bulk Purchase,Loyalty
059_93,ACB(Air Circuit Breaker),2.598892889878012,Loyalty,Bulk Purchase,Discount
060_70,VCU(Vacuum Contactor Units),2.607108250087961,Bulk Purchase,Loyalty,Discount
060_70,Modular Switches,2.607108250087961,Discount,Bulk Purchase,Loyalty
060_70,Controller,2.5912165501842033,Bulk Purchase,Loyalty,Discount
061_36,RMU(Ring Main Unit),3.469385102384221,Discount,Bulk Purchase,Loyalty
061_36,PSS(Compact Sub-Stations),3.469385102384221,Bulk Purchase,Loyalty,Discount
061_36,Solar Solutions,2.6354525947843546,Discount,Bulk Purchase,Loyalty
062_2,BBT(Busbar Trunking),3.541611985154171,Discount,Bulk Purchase,Loyalty
062_2,ACB(Air Circuit Breaker),2.6596948814659744,Loyalty,Bulk Purchase,Discount
062_2,Modular Switches,2.6596948814659744,Discount,Bulk Purchase,Loyalty
063_4,ACB(Air Circuit Breaker),2.722715851915109,Loyalty,Bulk Purchase,Discount
063_4,VCU(Vacuum Contactor Units),2.722715851915109,Bulk Purchase,Loyalty,Discount
063_4,RMU(Ring Main Unit),0.9045340337332909,Discount,Bulk Purchase,Loyalty
064_21,MCCB(Moduled Case Circuit Breaker),3.418598892992013,Bulk Purchase,Discount,Loyalty
064_21,E-House,2.5298221281347035,Bulk Purchase,Discount,Loyalty
064_21,PSS(Compact Sub-Stations),2.5298221281347035,Bulk Purchase,Loyalty,Discount
065_72,PSS(Compact Sub-Stations),4.343502944656132,Bulk Purchase,Loyalty,Discount
065_72,BBT(Busbar Trunking),3.4863600875132743,Discount,Bulk Purchase,Loyalty
065_72,Starter,3.4863600875132743,Discount,Bulk Purchase,Loyalty
066_10,MCCB(Moduled Case Circuit Breaker),2.6366969653337478,Bulk Purchase,Discount,Loyalty
066_10,BBT(Busbar Trunking),2.6140800352886533,Discount,Bulk Purchase,Loyalty
066_10,VCB(Vacuum Circuit Breaker),2.6140800352886533,Bulk Purchase,Discount,Loyalty
067_17,Solar Solutions,2.6527230962652824,Discount,Bulk Purchase,Loyalty
067_17,Starter,2.607108250087961,Discount,Bulk Purchase,Loyalty
067_17,RMU(Ring Main Unit),1.7321629316004568,Discount,Bulk Purchase,Loyalty
068_57,RMU(Ring Main Unit),3.3408991379373547,Discount,Bulk Purchase,Loyalty
068_57,Pump Starter and Controller,2.5443430137685263,Discount,Bulk Purchase,Loyalty
068_57,ACB(Air Circuit Breaker),2.5159412265530494,Loyalty,Bulk Purchase,Discount
069_59,ACB(Air Circuit Breaker),3.3865304083899552,Loyalty,Bulk Purchase,Discount
069_59,PSS(Compact Sub-Stations),2.584746682652682,Bulk Purchase,Loyalty,Discount
069_59,Pump Starter and Controller,2.4607103086174034,Discount,Bulk Purchase,Loyalty
070_85,AIS(Air Insulated Switchgear),3.4390916067440847,Bulk Purchase,Discount,Loyalty
070_85,E-House,3.4242493191346193,Bulk Purchase,Discount,Loyalty
070_85,Modular Switches,0.8944271909999159,Discount,Bulk Purchase,Loyalty
071_94,Pump Starter and Controller,2.6596948814659744,Discount,Bulk Purchase,Loyalty
071_94,SDF(Switch Disconnectors),2.6596948814659744,Bulk Purchase,Loyalty,Discount
071_94,RMU(Ring Main Unit),2.6596948814659744,Discount,Bulk Purchase,Loyalty
072_27,RMU(Ring Main Unit),2.4451542547285166,Discount,Bulk Purchase,Loyalty
072_27,Starter,2.4451542547285166,Discount,Bulk Purchase,Loyalty
072_27,VCB(Vacuum Circuit Breaker),2.4451542547285166,Bulk Purchase,Discount,Loyalty
073_4,E-House,4.043794929483168,Bulk Purchase,Discount,Loyalty
073_4,PSS(Compact Sub-Stations),2.4402274780086217,Bulk Purchase,Loyalty,Discount
073_4,VCU(Vacuum Contactor Units),2.405351177211819,Bulk Purchase,Loyalty,Discount
074_36,RMU(Ring Main Unit),3.367767040906017,Discount,Bulk Purchase,Loyalty
074_36,ACB(Air Circuit Breaker),2.5249158227686106,Loyalty,Bulk Purchase,Discount
074_36,Starter,2.5249158227686106,Discount,Bulk Purchase,Loyalty
075_55,E-House,3.3323473679664612,Bulk Purchase,Discount,Loyalty
075_55,VCU(Vacuum Contactor Units),2.529586591159714,Bulk Purchase,Loyalty,Discount
075_55,Modular Switches,2.529586591159714,Discount,Bulk Purchase,Loyalty
076_73,VCB(Vacuum Circuit Breaker),3.5581163303210332,Bulk Purchase,Discount,Loyalty
076_73,BBT(Busbar Trunking),2.7,Discount,Bulk Purchase,Loyalty
076_73,MCCB(Moduled Case Circuit Breaker),2.652543521320949,Bulk Purchase,Discount,Loyalty
077_43,AIS(Air Insulated Switchgear),4.099154060888752,Bulk Purchase,Discount,Loyalty
077_43,ACB(Air Circuit Breaker),3.297370335151479,Loyalty,Bulk Purchase,Discount
077_43,VCU(Vacuum Contactor Units),3.2420112037458946,Bulk Purchase,Loyalty,Discount
078_68,VCU(Vacuum Contactor Units),2.646970712320865,Bulk Purchase,Loyalty,Discount
078_68,Starter,2.6106598516419823,Discount,Bulk Purchase,Loyalty
078_68,E-House,2.5743489909630997,Bulk Purchase,Discount,Loyalty
079_77,VCB(Vacuum Circuit Breaker),3.2071349029490923,Bulk Purchase,Discount,Loyalty
079_77,AIS(Air Insulated Switchgear),1.6384437522713486,Bulk Purchase,Discount,Loyalty
079_77,ACB(Air Circuit Breaker),1.6035674514745462,Loyalty,Bulk Purchase,Discount
080_35,E-House,2.720586819359841,Bulk Purchase,Discount,Loyalty
080_35,RMU(Ring Main Unit),2.720586819359841,Discount,Bulk Purchase,Loyalty
080_35,BBT(Busbar Trunking),2.6666666666666665,Discount,Bulk Purchase,Loyalty
081_22,E-House,2.5305636422291884,Bulk Purchase,Discount,Loyalty
081_22,Controller,1.7188282692068804,Bulk Purchase,Loyalty,Discount
081_22,Modular Switches,1.6909833151687441,Discount,Bulk Purchase,Loyalty
082_14,PSS(Compact Sub-Stations),3.5712007003999573,Bulk Purchase,Loyalty,Discount
082_14,Solar Solutions,3.5712007003999573,Discount,Bulk Purchase,Loyalty
082_14,Starter,1.7934229226221796,Discount,Bulk Purchase,Loyalty
083_92,Controller,2.753462589245592,Bulk Purchase,Loyalty,Discount
083_92,VCB(Vacuum Circuit Breaker),2.753462589245592,Bulk Purchase,Discount,Loyalty
083_92,ACB(Air Circuit Breaker),1.9069251784911847,Loyalty,Bulk Purchase,Discount
084_18,SDF(Switch Disconnectors),2.6928090415820627,Bulk Purchase,Loyalty,Discount
084_18,BBT(Busbar Trunking),1.837236232581979,Discount,Bulk Purchase,Loyalty
084_18,VCB(Vacuum Circuit Breaker),1.8178090415820631,Bulk Purchase,Discount,Loyalty
085_93,SDF(Switch Disconnectors),3.5053576956144954,Bulk Purchase,Loyalty,Discount
085_93,MCCB(Moduled Case Circuit Breaker),3.3960341767696702,Bulk Purchase,Discount,Loyalty
085_93,E-House,2.575650014033611,Bulk Purchase,Discount,Loyalty
086_12,MCCB(Moduled Case Circuit Breaker),3.6801429596714477,Bulk Purchase,Discount,Loyalty
086_12,VCB(Vacuum Circuit Breaker),1.8665180168472475,Bulk Purchase,Discount,Loyalty
086_12,E-House,1.8136249428242,Bulk Purchase,Discount,Loyalty
087_38,SDF(Switch Disconnectors),4.1078668960083675,Bulk Purchase,Loyalty,Discount
087_38,VCU(Vacuum Contactor Units),1.641454492312031,Bulk Purchase,Loyalty,Discount
087_38,E-House,0.8249579113843053,Bulk Purchase,Discount,Loyalty
088_28,Solar Solutions,3.958252241888325,Discount,Bulk Purchase,Loyalty
088_28,BBT(Busbar Trunking),3.1836555726468414,Discount,Bulk Purchase,Loyalty
088_28,ACB(Air Circuit Breaker),3.1836555726468414,Loyalty,Bulk Purchase,Discount
089_2,SDF(Switch Disconnectors),4.321920095320857,Bulk Purchase,Loyalty,Discount
089_2,Solar Solutions,3.476765840592341,Discount,Bulk Purchase,Loyalty
089_2,MCCB(Moduled Case Circuit Breaker),2.628117211643925,Bulk Purchase,Discount,Loyalty
090_40,RMU(Ring Main Unit),3.5015400871376805,Discount,Bulk Purchase,Loyalty
090_40,AIS(Air Insulated Switchgear),3.5015400871376805,Bulk Purchase,Discount,Loyalty
090_40,VCU(Vacuum Contactor Units),2.6443972299948237,Bulk Purchase,Loyalty,Discount
091_93,PSS(Compact Sub-Stations),3.452452374903709,Bulk Purchase,Loyalty,Discount
091_93,Modular Switches,3.339581445728432,Discount,Bulk Purchase,Loyalty
091_93,Starter,3.339581445728432,Discount,Bulk Purchase,Loyalty
092_75,E-House,2.62056981838881,Bulk Purchase,Discount,Loyalty
092_75,SDF(Switch Disconnectors),2.543786180591186,Bulk Purchase,Loyalty,Discount
092_75,Pump Starter and Controller,2.543786180591186,Discount,Bulk Purchase,Loyalty
093_15,MCCB(Moduled Case Circuit Breaker),4.430254318983704,Bulk Purchase,Discount,Loyalty
093_15,Solar Solutions,3.564228915199265,Discount,Bulk Purchase,Loyalty
093_15,VCB(Vacuum Circuit Breaker),2.6823118115110685,Bulk Purchase,Discount,Loyalty
094_77,VCB(Vacuum Circuit Breaker),3.4227607902565236,Bulk Purchase,Discount,Loyalty
094_77,RMU(Ring Main Unit),3.4022779596477424,Discount,Bulk Purchase,Loyalty
094_77,AIS(Air Insulated Switchgear),3.4022779596477424,Bulk Purchase,Discount,Loyalty
095_3,E-House,3.4409833151687437,Bulk Purchase,Discount,Loyalty
095_3,MCCB(Moduled Case Circuit Breaker),3.4409833151687437,Bulk Purchase,Discount,Loyalty
095_3,Modular Switches,3.39991582276861,Discount,Bulk Purchase,Loyalty
096_28,Solar Solutions,3.2420112037458946,Discount,Bulk Purchase,Loyalty
096_28,RMU(Ring Main Unit),2.4402274780086217,Discount,Bulk Purchase,Loyalty
096_28,Starter,2.4402274780086217,Discount,Bulk Purchase,Loyalty
097_20,BBT(Busbar Trunking),2.424426583502543,Discount,Bulk Purchase,Loyalty
097_20,Solar Solutions,2.424426583502543,Discount,Bulk Purchase,Loyalty
097_20,Modular Switches,2.365689919410693,Discount,Bulk Purchase,Loyalty
098_52,VCU(Vacuum Contactor Units),3.6012268193714627,Bulk Purchase,Loyalty,Discount
098_52,PSS(Compact Sub-Stations),3.565414450496226,Bulk Purchase,Loyalty,Discount
098_52,Pump Starter and Controller,2.719670557546824,Discount,Bulk Purchase,Loyalty
099_3,Solar Solutions,2.6714852103069453,Discount,Bulk Purchase,Loyalty
099_3,PSS(Compact Sub-Stations),1.794427190999916,Bulk Purchase,Loyalty,Discount
099_3,E-House,1.7581163303210332,Bulk Purchase,Discount,Loyalty
100_52,Pump Starter and Controller,3.4642137391693337,Discount,Bulk Purchase,Loyalty
100_52,AIS(Air Insulated Switchgear),2.5981883353848954,Bulk Purchase,Discount,Loyalty
100_52,E-House,1.7549142926733274,Bulk Purchase,Discount,Loyalty
101_66,SDF(Switch Disconnectors),3.617668890733004,Bulk Purchase,Loyalty,Discount
101_66,ACB(Air Circuit Breaker),2.751643486948565,Loyalty,Bulk Purchase,Discount
101_66,RMU(Ring Main Unit),2.697723334255391,Discount,Bulk Purchase,Loyalty
102_3,E-House,3.4037991544325377,Bulk Purchase,Discount,Loyalty
102_3,Controller,3.4037991544325377,Bulk Purchase,Loyalty,Discount
102_3,ACB(Air Circuit Breaker),3.331406846471375,Loyalty,Bulk Purchase,Discount
103_4,SDF(Switch Disconnectors),3.5498598491509403,Bulk Purchase,Loyalty,Discount
103_4,BBT(Busbar Trunking),3.482050807568877,Discount,Bulk Purchase,Loyalty
103_4,ACB(Air Circuit Breaker),3.482050807568877,Loyalty,Bulk Purchase,Discount
104_63,Modular Switches,3.48499660604201,Discount,Bulk Purchase,Loyalty
104_63,AIS(Air Insulated Switchgear),2.6944271909999156,Bulk Purchase,Discount,Loyalty
104_63,ACB(Air Circuit Breaker),2.6944271909999156,Loyalty,Bulk Purchase,Discount
105_9,ACB(Air Circuit Breaker),3.6010254082286632,Loyalty,Bulk Purchase,Discount
105_9,AIS(Air Insulated Switchgear),2.7577513655170955,Bulk Purchase,Discount,Loyalty
105_9,Starter,1.7934229226221796,Discount,Bulk Purchase,Loyalty
106_45,Modular Switches,3.3607960272778934,Discount,Bulk Purchase,Loyalty
106_45,MCCB(Moduled Case Circuit Breaker),2.5527607768067466,Bulk Purchase,Discount,Loyalty
106_45,SDF(Switch Disconnectors),2.516454492312031,Bulk Purchase,Loyalty,Discount
107_28,AIS(Air Insulated Switchgear),3.2736152348813743,Bulk Purchase,Discount,Loyalty
