Partner_id,Product_id,Geography,Stockist_Type,Scheme_Type,Sales_Value_Last_Period,Sales_Quantity_Last_Period,MRP,Growth_Percentage,Discount_Applied,Bulk_Purchase_Tendency,New_Stockist,Feedback_Score
P1003,Solar Solutions,West,Retailer,Cashback,448069.5,106,7310.57,29.93,7.93,Low,False,1.43
P1001,Solar Solutions,West,Wholesaler,Cashback,300164.23,497,37721.29,-5.94,4.15,Low,False,4.1
P1003,Solar Solutions,West,Distributor,Cashback,433310.15,339,3244.37,-2.11,11.05,Medium,False,2.28
P1001,Solar Solutions,South,Wholesaler,Cashback,482120.1,265,49645.08,10.78,19.01,Medium,False,4.09
P1002,Solar Solutions,East,Wholesaler,Cashback,299794.26,76,11792.68,-2.38,8.98,Medium,True,3.53
P1003,Solar Solutions,West,Distributor,Cashback,91509.39,69,38485.78,31.65,3.89,Low,False,1.62
P1001,Solar Solutions,North,Wholesaler,Cashback,29413.2,464,41088.27,-7.53,16.66,Medium,False,4.12
P1003,Solar Solutions,North,Wholesaler,Cashback,293992.25,380,3903.41,44.0,17.31,Medium,False,3.99
P1003,Solar Solutions,East,Retailer,Cashback,304234.67,52,18726.29,16.83,2.08,Low,False,3.91
P1001,Solar Solutions,West,Wholesaler,Cashback,463601.1,170,16427.11,3.54,7.8,High,True,2.71
P1002,Solar Solutions,North,Distributor,Cashback,100677.64,301,4994.59,24.54,17.92,Medium,True,2.42
P1001,Solar Solutions,North,Retailer,Cashback,10525.5,223,21183.55,42.35,11.85,High,False,4.03
P1003,Solar Solutions,South,Retailer,Cashback,354617.83,407,10090.43,21.67,17.13,Low,True,1.39
P1001,Solar Solutions,North,Distributor,Cashback,490417.16,478,1641.71,38.34,6.42,Low,False,3.06
P1002,Solar Solutions,South,Wholesaler,Cashback,48828.41,27,23315.07,31.18,12.38,Low,False,4.18
P1001,Solar Solutions,North,Wholesaler,Cashback,243831.46,336,20573.37,34.36,10.56,Medium,True,2.43
P1002,Solar Solutions,South,Retailer,Cashback,131759.11,241,13256.33,40.97,19.02,Low,True,3.66
P1003,Solar Solutions,South,Distributor,Cashback,18052.82,264,27886.59,-4.09,5.71,Low,True,1.4
P1003,Solar Solutions,North,Distributor,Cashback,358796.17,32,4341.93,19.09,1.34,High,False,3.77
P1003,Solar Solutions,East,Wholesaler,Cashback,418884.27,294,24840.28,-2.86,6.25,High,True,2.3
P1002,Solar Solutions,North,Distributor,Cashback,114642.95,440,49473.88,41.47,14.39,Low,False,3.93
P1002,Solar Solutions,East,Retailer,Cashback,12819.54,163,3675.65,11.41,1.55,High,False,4.4
P1002,Solar Solutions,South,Wholesaler,Cashback,86379.17,258,25686.94,37.61,9.64,High,False,3.16
P1001,Solar Solutions,West,Retailer,Cashback,211583.56,429,46626.46,4.06,15.33,Medium,True,1.11
P1002,Solar Solutions,South,Retailer,Cashback,410199.47,330,8000.71,32.34,0.37,Medium,False,3.55
P1003,Solar Solutions,East,Distributor,Cashback,223546.7,420,13570.92,48.81,19.21,High,False,4.4
P1002,Solar Solutions,North,Distributor,Cashback,199053.84,265,33095.16,-1.41,14.39,Medium,False,4.48
P1001,Solar Solutions,West,Wholesaler,Cashback,166100.11,41,44833.48,9.6,4.34,Medium,False,3.41
P1002,Solar Solutions,North,Distributor,Cashback,191082.37,296,49932.17,21.09,13.3,Medium,False,1.48
P1002,Solar Solutions,East,Retailer,Cashback,217257.68,473,46497.49,15.49,19.14,High,False,4.24
P1002,Solar Solutions,West,Wholesaler,Cashback,462971.25,416,30081.75,48.6,19.33,High,False,1.35
P1002,Solar Solutions,North,Wholesaler,Cashback,234982.19,449,46426.8,19.62,0.66,High,False,2.88
P1001,Solar Solutions,South,Retailer,Cashback,214698.43,245,14189.44,19.78,0.44,High,True,3.91
P1003,Solar Solutions,East,Wholesaler,Cashback,168573.42,477,25628.05,-0.88,8.82,Medium,False,1.55
P1002,Solar Solutions,West,Retailer,Cashback,233214.3,44,33103.1,-1.52,5.17,High,True,1.29
P1001,Solar Solutions,East,Retailer,Cashback,416515.97,235,38487.91,11.55,17.83,Low,True,4.51
P1002,Solar Solutions,South,Wholesaler,Cashback,209672.33,130,45714.94,18.79,13.73,High,False,2.19
P1003,Solar Solutions,East,Retailer,Cashback,141482.87,418,8001.66,-3.15,18.85,Low,False,4.11
P1002,Solar Solutions,South,Distributor,Cashback,135131.53,276,41788.21,-8.56,1.18,Low,False,4.58
P1003,Solar Solutions,West,Wholesaler,Cashback,64398.12,409,26952.0,36.61,13.12,Low,True,3.85
P1001,Solar Solutions,West,Wholesaler,Cashback,265475.24,127,8979.19,21.25,2.87,Low,True,2.38
P1001,Solar Solutions,West,Wholesaler,Cashback,352414.31,159,3174.35,-0.03,2.76,Medium,True,1.4
P1003,Solar Solutions,East,Retailer,Cashback,444113.71,444,29538.18,20.06,14.62,High,False,3.89
P1001,Solar Solutions,East,Wholesaler,Cashback,221967.45,425,3584.6,43.3,4.21,Low,False,3.25
P1003,Solar Solutions,West,Wholesaler,Cashback,98071.97,475,20116.88,7.4,13.9,High,True,3.67
P1003,Solar Solutions,North,Wholesaler,Cashback,442347.62,439,24366.06,10.43,19.15,Low,False,2.54
P1001,Solar Solutions,South,Distributor,Cashback,319184.27,430,9194.66,37.47,18.55,High,True,4.92
P1002,Solar Solutions,West,Retailer,Cashback,414245.51,19,28883.45,18.02,12.22,Medium,True,2.5
P1003,Solar Solutions,West,Retailer,Cashback,233758.24,463,14737.5,40.69,11.38,Medium,False,1.21
P1003,Solar Solutions,East,Retailer,Cashback,481927.96,396,15842.12,5.51,14.07,Medium,True,1.5
P1002,Solar Solutions,North,Wholesaler,Cashback,103921.28,215,17886.93,20.33,18.9,Medium,True,2.08
P1002,Solar Solutions,East,Wholesaler,Cashback,238989.17,348,38862.21,24.83,12.02,Medium,True,3.36
P1001,Solar Solutions,South,Retailer,Cashback,431255.38,234,26559.32,39.06,16.12,Low,True,1.43
P1001,Solar Solutions,South,Distributor,Cashback,205963.29,104,48261.61,-2.0,7.94,High,False,1.31
P1001,Solar Solutions,North,Distributor,Cashback,151594.61,365,46589.42,49.54,8.56,Medium,False,4.4
P1001,Solar Solutions,South,Retailer,Cashback,354095.61,203,32579.64,40.91,19.29,Low,False,2.82
P1001,Solar Solutions,West,Retailer,Cashback,403107.02,122,15917.9,16.82,0.54,Medium,True,1.68
P1003,Solar Solutions,East,Distributor,Cashback,98212.61,201,28964.37,32.5,19.17,High,False,4.39
P1001,Solar Solutions,South,Distributor,Cashback,377479.85,319,17404.12,30.56,2.91,Low,True,1.07
P1003,Solar Solutions,East,Retailer,Cashback,253141.24,203,5979.02,38.44,3.11,High,True,3.62
P1002,Solar Solutions,East,Retailer,Cashback,285426.0,337,49686.47,45.99,18.01,Medium,True,3.34
P1003,Solar Solutions,South,Retailer,Cashback,71630.81,154,48959.31,21.26,0.91,Medium,False,4.94
P1003,Solar Solutions,East,Wholesaler,Cashback,430641.55,415,39070.17,-8.03,7.61,Low,True,2.56
P1003,Solar Solutions,West,Wholesaler,Cashback,103412.54,259,26470.42,1.91,8.25,Medium,False,3.33
P1002,Solar Solutions,South,Wholesaler,Cashback,489127.21,257,36641.84,-1.49,9.13,High,True,4.31
P1003,Solar Solutions,East,Wholesaler,Cashback,200879.44,128,1337.4,15.06,17.3,Medium,True,4.3
P1003,Solar Solutions,East,Wholesaler,Cashback,320289.76,47,5625.55,49.43,10.43,High,True,1.53
P1001,Solar Solutions,South,Distributor,Cashback,88635.97,368,33201.93,-4.11,1.73,High,True,2.35
P1003,Solar Solutions,North,Distributor,Cashback,105508.11,257,44630.32,17.46,0.14,High,True,4.31
P1001,Solar Solutions,West,Wholesaler,Cashback,27781.22,369,45054.17,23.23,1.43,Low,False,1.17
P1001,Solar Solutions,East,Distributor,Cashback,370655.22,14,20631.16,-1.97,12.48,High,True,4.4
P1001,Solar Solutions,East,Wholesaler,Cashback,420050.72,142,21320.14,12.23,2.9,Low,False,2.89
P1003,Solar Solutions,West,Retailer,Cashback,354056.06,30,12917.57,48.71,17.46,High,True,2.82
P1002,Solar Solutions,West,Retailer,Cashback,198572.23,413,7758.03,38.24,6.5,Medium,True,4.86
P1002,Solar Solutions,East,Retailer,Cashback,351344.8,349,19799.35,42.39,10.45,Low,True,3.7
P1002,Solar Solutions,East,Distributor,Cashback,474281.22,404,25562.14,20.02,16.86,Low,True,3.76
P1001,Solar Solutions,South,Distributor,Cashback,139384.24,470,35495.44,-5.09,10.15,Medium,False,3.13
P1003,Solar Solutions,North,Retailer,Cashback,142881.86,324,46673.83,15.27,11.97,Low,True,2.19
P1003,Solar Solutions,South,Distributor,Cashback,138328.88,480,14048.04,-5.87,18.36,High,True,2.46
P1003,Solar Solutions,North,Retailer,Cashback,445086.81,333,12911.19,19.84,15.9,High,True,1.08
P1001,Solar Solutions,East,Distributor,Cashback,491951.93,35,30731.99,4.58,19.09,High,False,4.66
P1003,Solar Solutions,North,Wholesaler,Cashback,353779.82,372,40456.08,45.44,4.13,High,False,3.51
P1003,Solar Solutions,East,Distributor,Cashback,205381.09,485,19383.81,3.03,7.1,Medium,True,3.83
P1002,Solar Solutions,East,Wholesaler,Cashback,294861.27,126,30945.19,-6.53,19.65,High,True,4.73
P1001,Solar Solutions,East,Retailer,Cashback,289048.13,371,49781.87,14.22,17.85,Low,False,1.94
P1003,Solar Solutions,North,Distributor,Cashback,419875.92,105,7179.12,32.67,7.81,Medium,False,4.29
P1003,Solar Solutions,East,Retailer,Cashback,290043.96,484,34536.25,14.43,16.89,Medium,True,3.79
P1001,Solar Solutions,East,Wholesaler,Cashback,210024.64,465,47610.57,24.41,19.74,High,False,3.39
P1003,Solar Solutions,North,Distributor,Cashback,239422.46,425,13610.7,-6.25,14.3,High,True,2.85
P1001,Solar Solutions,South,Distributor,Cashback,478321.95,70,13554.28,37.0,7.96,Low,False,2.18
P1001,Solar Solutions,South,Wholesaler,Cashback,200904.72,164,32965.24,40.52,1.12,Low,False,1.74
P1003,Solar Solutions,East,Distributor,Cashback,62620.84,206,27077.94,49.46,17.47,Low,False,1.15
P1002,Solar Solutions,South,Wholesaler,Cashback,426205.16,157,13143.88,6.72,15.79,Medium,True,1.94
P1003,Solar Solutions,West,Wholesaler,Cashback,235190.82,254,11740.35,27.71,0.52,Medium,True,4.54
P1001,Solar Solutions,East,Distributor,Cashback,113839.83,424,35434.51,34.5,5.69,Medium,False,4.08
P1002,Solar Solutions,South,Distributor,Cashback,481851.56,100,34931.87,32.74,11.61,Low,True,1.07
P1001,Solar Solutions,South,Retailer,Cashback,135989.11,315,37867.21,20.35,19.23,High,False,1.24
P1003,Solar Solutions,East,Wholesaler,Cashback,234160.83,37,22924.47,12.28,9.92,Medium,True,3.21
P1002,Solar Solutions,North,Distributor,Cashback,384600.86,462,41044.68,20.0,1.21,High,True,4.56
P1002,Solar Solutions,West,Distributor,Cashback,396495.26,179,23331.36,-3.38,4.04,High,False,4.69
P1002,Solar Solutions,East,Distributor,Cashback,60929.62,441,30860.29,32.42,8.86,High,True,3.23
P1003,Solar Solutions,East,Distributor,Cashback,24102.21,301,32571.07,0.35,15.8,Low,True,4.85
P1002,Solar Solutions,West,Retailer,Cashback,344619.89,388,15375.49,12.49,16.08,Medium,False,1.38
P1001,Solar Solutions,South,Retailer,Cashback,135938.35,48,33493.52,14.26,16.1,High,True,2.22
P1003,Solar Solutions,East,Distributor,Cashback,179355.75,480,28910.13,19.38,4.9,Low,True,1.28
P1003,Solar Solutions,South,Distributor,Cashback,141990.27,178,29834.73,18.05,0.41,Medium,True,1.78
P1001,Solar Solutions,South,Wholesaler,Cashback,267548.1,90,12080.78,35.15,0.62,High,False,3.6
P1003,Solar Solutions,West,Distributor,Cashback,355114.5,377,8946.33,32.64,13.25,Medium,True,2.86
P1001,Solar Solutions,East,Retailer,Cashback,75519.61,200,42096.22,30.88,5.7,Medium,True,2.09
P1001,Solar Solutions,North,Retailer,Cashback,480574.89,118,11245.62,33.14,14.93,Medium,False,4.22
P1002,Solar Solutions,North,Retailer,Cashback,389981.01,223,7092.51,8.12,14.13,High,True,4.51
P1003,Solar Solutions,East,Retailer,Cashback,292659.39,466,38464.8,34.98,13.8,Low,True,3.34
P1003,Solar Solutions,North,Distributor,Cashback,449542.06,327,25363.74,43.69,11.31,Medium,False,1.26
P1002,Solar Solutions,West,Distributor,Cashback,29917.24,79,10338.89,1.51,12.01,Medium,False,3.42
P1003,Solar Solutions,West,Retailer,Cashback,355048.78,411,18350.22,7.35,5.2,Low,True,1.77
P1002,Solar Solutions,East,Retailer,Cashback,410613.34,442,2154.94,31.44,12.36,Low,False,4.68
P1003,Solar Solutions,North,Wholesaler,Cashback,229088.65,384,22224.51,-7.39,18.88,High,False,3.55
P1003,Solar Solutions,South,Wholesaler,Cashback,348653.5,489,15832.69,6.18,15.56,Low,False,3.08
P1002,Solar Solutions,West,Retailer,Cashback,439955.3,384,22303.07,16.85,10.85,Medium,True,3.01
P1001,Solar Solutions,West,Retailer,Cashback,462261.94,23,21095.7,48.98,15.67,Medium,False,4.73
P1003,Solar Solutions,East,Retailer,Cashback,46983.78,349,34689.92,27.91,0.49,Low,False,3.02
P1002,Solar Solutions,North,Retailer,Cashback,312056.68,33,5218.48,16.79,13.77,Low,True,2.5
P1001,Solar Solutions,South,Retailer,Cashback,283534.4,245,30862.35,15.14,10.31,High,False,1.13
P1001,Solar Solutions,North,Distributor,Cashback,67647.42,212,39130.62,-3.99,12.33,Medium,False,4.32
P1003,Solar Solutions,East,Distributor,Cashback,133516.44,411,20817.44,-7.71,5.05,Medium,True,4.24
P1002,Solar Solutions,East,Wholesaler,Cashback,241207.64,24,46132.33,49.11,10.4,Medium,True,1.66
P1003,Solar Solutions,North,Retailer,Cashback,420825.11,100,4543.51,20.56,2.93,High,False,2.23
P1002,Solar Solutions,North,Distributor,Cashback,159343.54,187,991.58,43.56,2.24,Medium,True,3.58
P1003,Solar Solutions,West,Wholesaler,Cashback,348706.43,307,44885.98,35.17,10.7,Medium,False,3.33
P1001,Solar Solutions,East,Wholesaler,Cashback,400836.24,276,40666.59,14.54,11.78,Low,False,3.24
P1003,Solar Solutions,South,Wholesaler,Cashback,465615.35,341,42723.86,45.07,15.99,Medium,False,1.66
P1001,Solar Solutions,South,Wholesaler,Cashback,452548.29,194,7603.81,-1.72,6.18,High,True,3.82
P1003,Solar Solutions,West,Retailer,Cashback,256952.05,239,14601.32,33.94,8.04,Low,True,3.85
P1001,Solar Solutions,South,Distributor,Cashback,443749.84,242,45939.22,22.0,3.39,High,False,1.54
P1001,Solar Solutions,South,Retailer,Cashback,277366.13,20,25453.56,11.86,2.57,High,False,1.89
P1002,Solar Solutions,West,Wholesaler,Cashback,53098.15,191,33513.98,29.47,7.34,Low,True,4.69
P1002,Solar Solutions,East,Distributor,Cashback,44747.22,327,31056.94,16.6,1.73,High,False,4.91
P1003,Solar Solutions,South,Retailer,Cashback,347017.4,171,29612.98,-2.49,17.87,Low,False,4.0
P1003,Solar Solutions,East,Wholesaler,Cashback,364726.31,207,30901.57,6.08,19.5,Medium,True,3.15
P1002,Solar Solutions,West,Retailer,Cashback,167179.09,64,42560.07,9.52,5.08,Medium,True,3.93
P1002,Solar Solutions,North,Retailer,Cashback,435144.11,272,17925.99,48.65,15.53,Medium,False,3.08
P1001,Solar Solutions,South,Distributor,Cashback,435511.74,464,21419.53,9.0,1.11,Medium,False,4.66
P1002,Solar Solutions,South,Retailer,Cashback,371861.8,139,27532.6,15.17,5.6,High,False,3.36
P1002,Solar Solutions,North,Retailer,Cashback,218228.76,283,9031.45,18.99,9.72,Medium,False,2.7
P1003,Solar Solutions,South,Wholesaler,Cashback,373189.84,40,10631.46,34.51,3.96,Medium,True,3.62
P1003,Solar Solutions,North,Retailer,Cashback,357210.82,167,27243.75,-6.72,15.36,Medium,True,3.8
P1001,Solar Solutions,East,Retailer,Cashback,240762.76,54,4361.14,7.82,5.36,High,False,2.89
P1002,Solar Solutions,West,Distributor,Cashback,254951.36,60,43746.26,20.93,5.65,Medium,True,4.79
P1001,Solar Solutions,South,Wholesaler,Cashback,116093.32,209,40466.76,34.71,12.67,High,False,1.27
P1003,Solar Solutions,South,Retailer,Cashback,497118.43,125,10790.52,6.14,8.93,Low,True,2.36
P1003,Solar Solutions,East,Distributor,Cashback,148055.8,305,11489.44,23.12,12.52,Low,True,2.02
P1002,Solar Solutions,South,Wholesaler,Cashback,287723.99,491,43325.48,42.51,5.7,High,True,3.02
P1003,Solar Solutions,North,Retailer,Cashback,363130.09,170,21513.04,-0.9,12.24,High,False,1.82
P1001,Solar Solutions,South,Retailer,Cashback,346610.57,18,32412.05,12.42,4.51,Low,False,1.3
P1002,Solar Solutions,South,Distributor,Cashback,362794.37,322,49161.44,-9.43,6.51,High,False,2.43
P1003,Solar Solutions,East,Wholesaler,Cashback,42830.24,288,20006.31,18.44,18.45,High,True,1.52
P1001,Solar Solutions,East,Wholesaler,Cashback,59036.66,27,30987.92,41.43,6.23,Low,False,4.8
P1003,Solar Solutions,West,Retailer,Cashback,352386.01,17,28719.06,44.51,8.21,High,True,2.63
P1003,Solar Solutions,East,Wholesaler,Cashback,325175.04,472,33534.95,24.83,7.81,Medium,True,1.53
P1001,Solar Solutions,North,Distributor,Cashback,104902.56,400,8401.09,39.44,11.14,Medium,False,2.81
P1002,Solar Solutions,East,Wholesaler,Cashback,16043.77,263,40258.93,0.17,14.56,High,True,1.62
P1003,Solar Solutions,North,Retailer,Cashback,63015.28,30,1878.52,34.98,17.1,Medium,False,1.04
P1001,Solar Solutions,East,Retailer,Cashback,349819.54,129,25434.01,14.18,12.88,Low,True,4.85
P1001,Solar Solutions,North,Wholesaler,Cashback,117408.09,434,38533.51,41.96,0.87,Medium,True,4.99
P1001,Solar Solutions,North,Distributor,Cashback,333038.79,327,1292.41,38.53,9.07,Medium,False,2.64
P1002,Solar Solutions,South,Wholesaler,Cashback,195547.79,137,20874.4,48.84,10.13,High,True,4.2
P1002,Solar Solutions,West,Retailer,Cashback,43011.21,150,28986.65,7.54,14.66,Medium,True,1.49
P1001,Solar Solutions,North,Distributor,Cashback,252880.39,167,4097.81,13.13,11.19,Low,False,4.64
P1003,Solar Solutions,West,Distributor,Cashback,264379.91,184,15168.87,41.92,10.4,Low,False,3.71
P1001,Solar Solutions,West,Distributor,Cashback,61297.78,346,7818.21,16.59,13.59,Medium,True,4.82
P1001,Solar Solutions,South,Distributor,Cashback,261855.83,258,26783.63,17.56,8.65,Low,False,2.55
P1003,Solar Solutions,North,Retailer,Cashback,447607.58,329,8702.35,40.93,5.2,Medium,False,2.36
P1003,Solar Solutions,West,Wholesaler,Cashback,246327.44,367,23247.71,43.81,7.06,Medium,False,1.57
P1001,Solar Solutions,West,Wholesaler,Cashback,79366.65,36,46553.74,-6.48,8.37,Medium,False,5.0
P1001,Solar Solutions,West,Distributor,Cashback,70827.62,287,48704.79,43.06,7.69,High,True,1.02
P1001,Solar Solutions,East,Wholesaler,Cashback,476762.31,68,3869.69,-7.4,7.42,Low,False,4.58
P1002,Solar Solutions,North,Distributor,Cashback,415408.73,304,26103.81,18.37,19.5,Medium,False,2.17
P1002,Solar Solutions,East,Wholesaler,Cashback,216603.6,413,49971.51,31.61,7.22,High,False,2.45
P1001,Solar Solutions,East,Wholesaler,Cashback,280671.64,171,19367.53,7.65,3.02,High,True,2.4
P1003,Solar Solutions,West,Distributor,Cashback,33652.88,233,5248.44,11.58,9.55,Medium,False,3.96
P1001,Solar Solutions,North,Retailer,Cashback,121765.18,415,5256.17,1.26,13.71,High,False,1.2
P1001,Solar Solutions,East,Retailer,Cashback,341926.04,52,37939.6,37.71,10.58,High,True,3.68
P1003,Solar Solutions,West,Retailer,Cashback,252997.41,451,19195.41,13.18,17.8,Low,False,3.81
P1003,Solar Solutions,South,Distributor,Cashback,254611.67,375,29918.59,4.23,8.91,High,True,2.65
P1001,Solar Solutions,East,Wholesaler,Cashback,333812.34,239,33132.34,23.75,11.97,High,False,2.69
P1002,Solar Solutions,South,Retailer,Cashback,141067.24,19,34087.08,1.93,15.32,Low,False,4.5
P1001,Solar Solutions,West,Wholesaler,Cashback,203663.76,225,24372.98,39.44,14.61,Medium,True,2.62
P1001,Solar Solutions,South,Retailer,Cashback,184716.63,422,30094.74,15.65,19.6,High,True,1.45
P1001,Solar Solutions,East,Wholesaler,Cashback,134664.8,60,17050.68,16.35,0.52,High,True,4.42
P1001,Solar Solutions,South,Retailer,Cashback,74654.62,198,35480.21,35.85,6.22,High,True,1.04
P1001,Solar Solutions,South,Wholesaler,Cashback,415855.18,210,37209.13,-3.67,13.69,Low,True,4.92
P1001,Solar Solutions,West,Retailer,Cashback,405387.17,168,48827.69,15.14,9.82,Low,False,1.57
P1003,Solar Solutions,West,Distributor,Cashback,435328.56,73,10229.89,49.2,5.7,High,True,1.64
P1002,Solar Solutions,South,Distributor,Cashback,322215.36,111,5427.07,21.65,5.13,Medium,False,1.96
P1001,Solar Solutions,East,Wholesaler,Cashback,429438.37,382,2739.51,23.64,8.71,Low,True,4.03
P1003,Solar Solutions,East,Wholesaler,Cashback,200630.46,96,5740.75,2.27,3.15,High,True,4.8
P1002,Solar Solutions,East,Wholesaler,Cashback,185826.6,211,20990.03,42.66,5.33,High,True,2.01
P1002,Solar Solutions,West,Retailer,Cashback,493948.45,356,49165.18,22.0,15.18,Low,False,2.45
P1001,Solar Solutions,North,Distributor,Cashback,121713.56,317,34789.69,23.75,2.22,High,False,2.44
P1001,Solar Solutions,East,Retailer,Cashback,135393.3,229,43611.0,11.39,7.18,High,True,2.16
P1003,Solar Solutions,East,Retailer,Cashback,103102.73,139,47356.32,42.84,10.36,High,False,3.58
P1003,Solar Solutions,West,Wholesaler,Cashback,202260.41,398,13999.54,-4.53,1.44,Low,False,3.18
P1001,Solar Solutions,West,Retailer,Cashback,35155.5,285,6964.39,18.2,0.33,High,False,4.86
P1003,Solar Solutions,East,Distributor,Cashback,396192.05,359,5783.65,38.67,18.45,Medium,True,4.93
P1003,Solar Solutions,South,Wholesaler,Cashback,313533.63,22,20458.47,29.83,4.84,High,False,1.99
P1003,Solar Solutions,West,Distributor,Cashback,175039.13,148,33044.96,13.71,19.82,Medium,False,2.0
P1003,Solar Solutions,West,Wholesaler,Cashback,43507.9,75,32016.86,34.97,7.03,Low,True,1.1
P1001,Solar Solutions,West,Distributor,Cashback,240404.7,104,33098.21,47.54,19.32,Low,False,3.74
P1003,Solar Solutions,North,Wholesaler,Cashback,355586.19,268,12476.62,39.03,14.64,Medium,False,1.2
P1002,Solar Solutions,West,Distributor,Cashback,490426.85,128,2775.07,-6.83,13.55,Low,True,3.25
